"Gene_ID","Gene_Symbol","SRR9943833","SRR9943834","SRR9943835","SRR9943836","SRR9943837","SRR9943838","SRR28475464","SRR28475465","SRR28475466","SRR28475467","SRR28475468","SRR28475469"
"ENSOMYG00000000043","RHOB",40.847717,44.010151,51.697124,53.001694,32.742809,89.265648,89.993233,95.768188,152.44841,81.983078,66.68528,64.641289
"ENSOMYG00000000045","",0.757935,0.510265,1.339049,0.517987,1.266984,0.229841,0,0,0.114603,0,0,0
"ENSOMYG00000000046","",1.173333,1.385333,1.8,3.118667,0,0,1.464,0.653333,1.02,4.212,2.816,2.146667
"ENSOMYG00000000049","rcn2",93.641487,58.578243,81.350479,81.865486,128.946945,106.961418,89.80011,81.169884,107.033226,59.706326,62.075027,73.418007
"ENSOMYG00000000050","NAIF1",5.10479,4.50499,2.57984,7.487026,7.283433,4.677645,4.969062,3.125748,5.16467,0.825349,0.515968,1.37026
"ENSOMYG00000000053","",4.626881,6.332465,5.862847,8.365162,5.516204,7.124277,2.620081,2.470197,2.266059,1.676215,0.709635,2.075232
"ENSOMYG00000000068","",1.643575,0.685774,1.781285,1.139022,0.202336,1.939801,0.153639,0,0.354897,0.026954,0,0.28859
"ENSOMYG00000000074","mier2",6.915608,13.142166,16.19026,21.234119,12.443133,15.983363,3.618875,3.821537,6.578948,1.803388,2.675741,2.351482
"ENSOMYG00000000075","",23.828613,1.645901,1.312383,10.393546,37.238205,2.57406,3.996972,46.192989,12.200123,0.045411,14.248576,10.298203
"ENSOMYG00000000082","RSBN1L",4.389582,8.039069,6.738986,10.840676,9.399418,13.521336,2.831809,2.778332,4.48379,3.400111,2.950402,1.981463
"ENSOMYG00000000083","",7.530644,9.59008,9.384834,6.724202,6.760405,7.305872,2.67959,2.485747,3.402224,1.821836,1.626283,2.462372
"ENSOMYG00000000087","PSTPIP1",19.085531,20.689449,17.511591,29.339727,12.693845,28.896482,15.881295,13.877298,18.159872,7.798561,6.319345,5.977618
"ENSOMYG00000000088","safb",0.508894,0.786472,0.621586,0.453433,0.63027,0.429808,0,0.079343,0.155349,0.06816,0,0.112475
"ENSOMYG00000000092","",2.161296,2.689804,1.922104,3.318918,2.165816,3.705246,1.728916,1.460228,2.237875,0.736645,2.713123,0.563283
"ENSOMYG00000000093","",79.548271,73.423935,73.074944,75.110741,81.981544,83.168068,100.688477,101.688202,127.829697,85.492172,84.781601,73.438759
"ENSOMYG00000000100","TMEM60",2.89418,8.624338,6.441799,8.256614,6.851852,4.584656,0,2.354497,1.206349,4.664021,2.685185,3.26455
"ENSOMYG00000000101","",2.641353,9.523391,4.649829,7.390057,6.813033,8.870298,2.469536,2.912387,2.34048,0.892955,2.185635,0
"ENSOMYG00000000105","SENP6",11.342727,18.63987,12.118464,0.0529,0,37.733109,0,23.143179,30.115175,4.774813,5.284046,0
"ENSOMYG00000000107","tmod4",0.073951,0.385538,0.205262,0,0,0,0,0.13186,0,1.791087,0.844664,0
"ENSOMYG00000000109","",2.213196,3.529178,4.770557,6.454907,5.217506,3.777188,2.522547,5.22679,8.283819,8.078249,5.763926,5.346154
"ENSOMYG00000000110","",8.191292,16.137402,11.690222,14.118486,14.858672,21.37937,2.117773,2.315489,3.859029,0.902213,1.431478,2.215204
"ENSOMYG00000000114","dynlt2b",11.097396,11.682738,6.818708,12.783028,16.360655,10.859209,11.995178,18.465767,24.026037,12.216008,8.508197,8.30569
"ENSOMYG00000000115","",0.142613,0.401456,0.851058,1.019856,0.693903,1.5081,0,0,0.040008,0,0.444622,0
"ENSOMYG00000000117","lpcat3",0,12.575544,0,1.333837,0.560278,123.371399,0,0,0,0,0,0.147502
"ENSOMYG00000000121","mcl1b",258.131592,215.53772,208.860519,876.664917,960.71405,1665.562256,231.187714,228.510529,320.176331,101.710526,111.111404,101.623688
"ENSOMYG00000000127","",0,0.924036,0.336735,2.551021,1.247166,0.937642,0,0,0,0,0,0
"ENSOMYG00000000133","tpi1b",361.102539,367.296387,450.281494,601.868042,675.731506,1153.838745,401.125488,411.431427,548.123352,386.550323,327.123199,342.595612
"ENSOMYG00000000138","ga45b",3.815073,6.711793,4.332868,89.394974,31.143057,75.30426,8.478716,9.397767,12.927425,1.465457,1.643405,2.679693
"ENSOMYG00000000143","",19.421312,13.205738,6.684426,4.990164,1.286885,2.781147,1.314754,1.536885,1.911475,5.60082,4.167213,4.377049
"ENSOMYG00000000149","",1.188225,45.636932,0.776093,848.955383,90.934883,743.562866,0.366637,0,0,5.062444,2.561998,5.498662
"ENSOMYG00000000150","prr5a",0.363994,2.493786,1.884189,6.595266,0,5.774997,0.267173,0,0.745246,0,0.456951,0
"ENSOMYG00000000153","CYB5R4",1.552335,1.966669,2.234419,1.980873,0.835886,1.339251,1.015961,0.191622,0.515932,0.568813,0.436231,0.230808
"ENSOMYG00000000154","calhm6",1.400627,2.386531,1.57847,1.200406,0,0.818453,0,0,0,0.352237,0.883972,0
"ENSOMYG00000000157","",1.436158,1.709428,1.451346,1.032095,0,1.329848,0.210084,0.55929,0,0.416947,0.270775,0
"ENSOMYG00000000162","",14.298022,12.413842,8.336864,8.093221,5.310734,8.04661,0.502825,2.865819,1.920904,0,0.560734,0.974576
"ENSOMYG00000000165","XK",4.33961,3.324965,5.138075,2.772664,4.529289,9.551604,0,0.421897,0,0.215481,0.80265,0.209205
"ENSOMYG00000000167","",68.668655,33.985073,22.47612,8.10597,5.758209,13.540298,1.325373,1.202985,2.892537,4.649254,1.929851,2.358209
"ENSOMYG00000000169","dedd1",8.94597,11.103632,10.406554,5.170062,8.47387,13.651904,4.624003,5.346324,4.428698,2.738707,5.56333,4.426927
"ENSOMYG00000000178","",0.155826,0,0,1.002502,0.39421,0.195497,0,0,0.242316,0,0,0
"ENSOMYG00000000179","",0.470567,0.754965,0.826064,0.582624,0.204255,0.997518,0.03883,0.260993,0.106383,0,0,0.157092
"ENSOMYG00000000180","",1.371848,1.362317,4.058651,0.817742,0.598094,0.297214,0.402346,0.494721,0.706012,0.975806,0.831818,0.832845
"ENSOMYG00000000182","",3.019418,7.529126,3.200896,7.209485,4.812547,5.588499,1.481329,2.786408,2.675504,0.942494,0.851382,0.792756
"ENSOMYG00000000186","wnk1a",11.143822,18.497318,14.670044,16.876341,13.883989,18.375248,2.299563,2.471792,4.693087,1.93087,1.775725,0.937028
"ENSOMYG00000000190","PDE3A",1.079365,2.108572,1.826032,1.131746,1.369683,2.050476,0.321587,0.453333,0,0.635873,0,0.230476
"ENSOMYG00000000196","dpm2",97.831779,77.413887,96.323769,83.847794,64.983978,65.602135,46.6255,61.3004,87.257675,68.4506,64.331108,71.79306
"ENSOMYG00000000201","",0.823963,2.552195,1.880716,1.887563,1.515381,1.197865,0.068779,0.002571,0.036226,0.018182,0.039991,0.103612
"ENSOMYG00000000207","",2.165696,2.0589,2.673139,1.244013,0.127508,0.472492,0.537864,0.35534,0,1.187702,1.330097,1.823301
"ENSOMYG00000000213","pip5kl1",0.375648,0,0.411054,9.114853,4.701209,10.567357,0.715026,0.322971,0.705527,0,0,0
"ENSOMYG00000000215","cicb",3.860128,8.42892,6.095942,9.537066,6.482916,13.314139,1.708206,1.364323,2.399634,1.073292,1.097926,1.366992
"ENSOMYG00000000216","",18.496387,26.122807,22.810114,18.853456,8.031476,9.614035,26.80031,37.611454,37.248711,37.637772,44.973682,39.303406
"ENSOMYG00000000230","",0,1.165151,0,0.660606,1.218182,0.880303,0.845455,0,0,0,0,0
"ENSOMYG00000000231","",34.710037,31.634758,24.3204,30.269053,26.414963,69.348282,64.048561,63.792984,77.612915,31.359665,29.650093,26.112919
"ENSOMYG00000000232","znf526",7.792504,16.058157,10.122631,7.769098,4.856548,6.039489,0.746984,1.838886,2.221568,1.633687,1.262493,1.14618
"ENSOMYG00000000233","",0.145744,0.56045,0,1.32428,2.114276,0,0.162968,0,0,0,0,0
"ENSOMYG00000000239","",0.571585,0.103224,0.329983,0.196021,0.512981,0.474458,0.07426,0,0.648241,0.100921,0.251256,0
"ENSOMYG00000000240","",2.13795,0.724669,0.79242,0.857801,1.569425,1.930378,0,0,1.793476,0,0,0
"ENSOMYG00000000242","",22.512945,21.322603,23.860043,31.955214,34.029392,36.579426,15.516445,14.912876,19.39958,15.826802,17.070679,12.642057
"ENSOMYG00000000251","arhgef28a",3.43497,4.129199,6.099376,4.355297,1.58441,3.150301,0.358096,0.491387,0.858312,0.346038,0.334841,0.323859
"ENSOMYG00000000253","taf12",0.186759,0.55006,0.318059,1.213685,0.061052,0.081378,0.086923,0.070412,0.094873,0,0,0
"ENSOMYG00000000260","",11.304093,8.419591,4.599415,15.595029,10.320175,21.89035,4.407895,3.479532,7.494152,5.190059,6.47807,5.583333
"ENSOMYG00000000261","ctsk",18.310625,20.927813,22.687813,19.939375,4.945625,9.28,6.7325,7.350313,15.6025,12.5375,11.183437,9.023438
"ENSOMYG00000000268","enc1",28.433863,36.622753,48.205822,47.972488,16.731747,19.41799,1.671429,3.89418,3.208995,4.365079,4.695767,5.741799
"ENSOMYG00000000269","ifngr2a",84.116638,89.960281,94.041229,84.546509,99.726494,184.364502,56.925339,59.338863,93.284317,62.768227,66.279037,55.675213
"ENSOMYG00000000271","",0,0,1.045655,0.79703,0,0,0,0.252475,0,0.216172,0.492849,0.324807
"ENSOMYG00000000277","lingo4b",0.640566,0.652529,1.248505,0.405655,1.774878,0.163132,0,0.103317,0,0,0,0.163132
"ENSOMYG00000000278","",24.664701,14.015931,19.044907,26.811842,31.807953,38.458481,4.184144,4.589313,5.301556,8.653287,6.083041,6.883342
"ENSOMYG00000000290","",16.156891,25.380255,22.250488,19.777859,28.858259,36.995358,4.420332,3.048876,5.436217,2.460899,3.140763,2.04912
"ENSOMYG00000000293","si:dkey-34d22.1",3.534162,6.306936,5.373188,6.130435,1.932712,5.561077,0.703934,1.590062,2.91822,0.25,1.649068,0.77588
"ENSOMYG00000000297","rbfa",23.025593,23.594585,29.443249,25.476261,19.168768,25.018545,22.46328,25.047478,34.844585,18.449554,21.355341,14.721068
"ENSOMYG00000000300","stx17",6.086705,6.447013,8.200385,5.458093,11.372832,7.176301,7.105973,7.694605,10.61657,5.980732,5.504817,6.627168
"ENSOMYG00000000303","",18.729618,22.559437,17.514284,18.486969,4.48859,10.209399,0.948907,7.630589,6.931944,3.188554,1.538599,2.067617
"ENSOMYG00000000306","nr5a2",1.445812,11.547356,21.630663,45.049011,0.564232,0,0,0,0,0,0,0
"ENSOMYG00000000308","ccng2",67.0784,35.190334,47.671104,51.759369,21.758383,44.908283,26.95365,33.111439,39.332348,53.074928,56.96006,55.916172
"ENSOMYG00000000315","",9.802043,4.981226,5.283545,6.916345,4.111541,6.578134,0.655991,1.007178,4.351739,1.3037,0.745997,0.716179
"ENSOMYG00000000316","",0,1.495982,0.431518,0,0.342409,0.183993,1.117987,0,0,0,0,0
"ENSOMYG00000000319","FAM171A1",2.616023,3.416595,2.93133,3.172246,2.011731,1.884692,0.353362,1.291845,1.551645,1.266381,0.865808,1.415308
"ENSOMYG00000000321","fabp7b",1.210784,3.090686,0,0,0,0,9.82598,9.629902,10.522058,32.345589,25.468138,28.171568
"ENSOMYG00000000327","tcp11l1",17.924559,13.128855,20.069384,43.561398,38.826542,48.18227,19.191629,24.21751,36.683094,5.980176,6.194659,7.105176
"ENSOMYG00000000329","znf574",7.027905,8.572324,7.421982,10.758827,8.368593,12.057517,2.406464,2.25057,4.778759,2.786447,3.414009,4.188781
"ENSOMYG00000000332","entpd6",4.743013,4.721142,5.50486,1.560146,2.521871,2.985419,2.341434,0.998177,1.199878,0,0.489672,0.835966
"ENSOMYG00000000339","ndufa10",37.326237,76.730415,59.877186,53.200001,41.938023,50.206463,49.293537,46.492016,81.987076,76.26844,77.011024,81.059692
"ENSOMYG00000000342","",1.360355,1.279427,0.445623,0,0,1.810933,0.230476,0,0,0,0.688393,0.970406
"ENSOMYG00000000353","",2.820513,0.494505,1.399267,5.948718,5.78022,0,1.457875,3.64652,3.681319,2.802198,1.538462,5.791209
"ENSOMYG00000000358","",4.232698,1.13478,2.251566,12.479811,2.500392,4.738286,0.196551,0.119958,0.223093,0.386939,0.177291,0.143939
"ENSOMYG00000000360","zgc:136493",36.536423,27.618101,48.643486,70.687637,64.516556,64.921631,25.830023,22.119205,30.359159,27.981016,23.55298,23.066225
"ENSOMYG00000000362","vsir",36.170795,42.243382,39.829205,31.934244,9.555935,20.194706,3.678907,1.334757,7.258753,6.8924,4.521776,4.984629
"ENSOMYG00000000368","",2.047619,1.758242,0.939927,1.731868,1.732601,2.625641,0.301099,0,0.180952,0,0,0.59707
"ENSOMYG00000000370","",5.646341,9.778849,2.77108,3.573519,2.583972,3.868989,5.852265,3.026829,4.218815,3.097909,4.603484,3.158885
"ENSOMYG00000000372","rpp38",0.238664,2.536197,1.513126,3.037391,1.049324,2.5179,2.210024,1.188544,1.313047,1.308671,0,0.902546
"ENSOMYG00000000382","acbd7",1.370809,3.889546,1.258383,0,0,1.00789,4.74359,4.865878,3.707101,3.964497,1.378698,3.928994
"ENSOMYG00000000384","",3.501982,6.684974,3.013409,14.865091,0.333137,19.835726,0.54258,0.650661,0.92702,0,0.01351,0.015624
"ENSOMYG00000000385","",0,0.590714,12.092433,14.220661,6.787666,19.980209,0.199887,0,0,0,0,0
"ENSOMYG00000000387","asrgl1",0,1.623704,16.700037,0,0,0,0,0,16.41535,0.255444,20.12088,16.154905
"ENSOMYG00000000388","PFN2",1.076603,0,0.698074,0,0.244335,0,0,0.243573,0.116462,60.261669,0,10.0633
"ENSOMYG00000000394","cicb",4.537341,3.147511,4.527522,4.246173,2.105758,4.021562,0,0.793277,0.231581,0.670719,0.791996,0.689929
"ENSOMYG00000000395","",108.292175,131.358841,116.856125,166.172104,134.048294,198.946259,58.098301,62.192932,80.98027,68.383331,61.780273,62.584694
"ENSOMYG00000000398","",14.558964,17.516973,11.88386,24.296009,13.086957,23.723347,6.213818,8.217391,6.28648,1.861227,2.079809,1.776653
"ENSOMYG00000000406","znf526",8.974993,15.342956,9.704916,8.370106,6.6992,6.242498,1.821092,2.345813,2.19477,1.382538,1.598171,2.103744
"ENSOMYG00000000408","ndufb8",47.427479,36.230148,5.511029,42.51054,48.192734,43.772427,80.548164,71.403305,116.746735,141.918533,65.351471,68.062134
"ENSOMYG00000000410","",3.19634,9.158216,3.43557,4.837209,5.994281,6.239611,1.795463,1.76992,2.628479,1.27297,1.382577,0.722074
"ENSOMYG00000000411","",27.128355,24.495806,34.977348,30.8901,33.611576,36.159397,34.905201,30.056208,32.78775,15.744127,13.079698,10.230704
"ENSOMYG00000000412","",7.271028,8.58567,8.24299,4.778816,9.778816,15.948598,5.934579,1.579439,3.691589,0.757009,0,1.616822
"ENSOMYG00000000422","",0.592448,1.855469,2.123698,1.384115,2.02474,5.009115,0,0,0,0,0,0
"ENSOMYG00000000426","GSK3A",0.30634,0.199237,1.056893,0.460713,1.061603,0.109148,0,0,0,0,0,0
"ENSOMYG00000000432","dhcr24",0.598517,0.274387,0.691517,0,0.135269,0.153611,0,0.263804,0,0,0,0
"ENSOMYG00000000433","znf410",1.079644,1.155146,12.272298,12.722802,19.288212,18.087772,1.361755,1.101689,1.310235,1.423337,0,0.196215
"ENSOMYG00000000440","phaf1",2.044188,11.288992,1.859803,12.368075,0,2.462807,0,0,0.047628,0.797476,0.025955,0
"ENSOMYG00000000442","",7.152164,2.646572,18.953472,4.430656,2.537188,3.957052,0.127279,0,0,0.106811,0.573202,0.099989
"ENSOMYG00000000443","znf574",11.405865,10.309512,12.58551,12.892311,8.514663,12.306309,5.511705,5.875801,8.374569,5.889601,4.031789,5.458847
"ENSOMYG00000000445","",20.353596,61.269089,36.226093,3.449222,31.535212,7.382505,10.954782,18.312082,24.090437,12.806523,17.209044,21.870274
"ENSOMYG00000000447","",0.371036,0.970874,0.291262,0.276699,0,0.121359,0,0,0.024272,0,0,0
"ENSOMYG00000000450","hapln2",1.458361,1.766557,0.55082,0,0,2.361311,0,0,0,0,0,0.343607
"ENSOMYG00000000460","atp1b1a",46.413647,73.863007,71.366089,55.922176,57.920574,65.431137,28.545843,25.393391,31.147121,23.344349,20.588486,13.615672
"ENSOMYG00000000462","",68.683517,90.0364,63.333981,74.588074,54.393314,122.619446,40.896847,46.007839,63.055389,82.015427,81.252831,80.754601
"ENSOMYG00000000468","cipcb",11.491862,14.691545,10.621675,17.504168,20.337437,48.250893,1.124256,0.935689,1.747122,3.934895,2.455736,4.803096
"ENSOMYG00000000470","C8orf76",23.821621,28.527929,22.204954,48.38829,39.37162,38.500896,13.975224,10.487838,16.175676,19.508108,11.23018,18.117567
"ENSOMYG00000000475","nme7",0.479346,0,0,0.927989,0.406707,0.240432,0,0,2.384277,0,0,0
"ENSOMYG00000000479","",0.683554,0.478046,0.516758,0.59418,2.065212,2.038192,0.457002,0.221616,0.806443,0,0.180826,0.048844
"ENSOMYG00000000485","crot",0.01983,0.008818,0,0.012371,0.02208,0.090098,0,0,0,0,0,0.010102
"ENSOMYG00000000487","atxn1b",1.495949,1.831019,3.377315,5.751736,2.244213,2.896991,0.308449,0.257523,0.362847,0,0.156829,0.203704
"ENSOMYG00000000489","",12.857657,1.559219,6.32887,8.480136,11.94203,13.782478,0.116815,0,0.089558,0,0,0.184779
"ENSOMYG00000000491","efna1b",14.843575,13.899265,15.944055,0.296104,0.41105,0.957972,0.819568,1.059552,0.021682,0.803288,2.356603,1.021916
"ENSOMYG00000000493","",9.306011,8.797814,8.819673,2.486339,7.775956,6.726857,0.666667,0.557377,0,0,0,1.240437
"ENSOMYG00000000498","",18.712833,7.451337,8.737967,11.495187,15.502674,24.420321,1.007487,2.592513,2.074866,0,0.611765,0
"ENSOMYG00000000499","fzd1",11.737786,15.840446,23.053802,14.205937,2.969079,10.626469,2.333952,2.168831,3.148423,7.442177,5.461348,4.413111
"ENSOMYG00000000505","CRTC2",11.895158,14.681072,11.530212,19.529411,11.955182,23.367348,1.815126,2.013605,3.769108,1.438976,1.806323,1.573029
"ENSOMYG00000000507","egfl7",13.808213,0,22.643734,0,11.008836,12.24538,0,3.298872,2.458612,0,0.613596,0
"ENSOMYG00000000508","preb",19.832123,24.569025,22.469408,71.382217,101.413574,68.00325,48.262333,50.357937,60.865391,9.835946,9.801721,7.218164
"ENSOMYG00000000514","znrf2b",23.587217,41.581779,28.498566,40.997555,50.026543,86.853912,8.110474,6.209469,9,2.370158,3.537291,2.370158
"ENSOMYG00000000515","",0.382071,14.453102,11.165059,2.662779,0.330597,2.951817,0,0.1553,0.211632,1.308168,0.232425,1.327337
"ENSOMYG00000000516","",2.765396,3.383919,1.496766,11.282767,4.429405,7.507133,1.053178,2.950713,4.195849,1.07393,1.149157,0
"ENSOMYG00000000518","lyplal1",12.447205,18.884058,15.391304,13.085921,5.627329,4.639751,1.691511,4.401656,7.592133,5.600414,2.488613,3.42029
"ENSOMYG00000000519","OLFML1",9.575018,9.093324,23.303661,45.847092,15.271357,33.968414,2.248385,1.059584,1.514716,1.538406,1.366116,0.849246
"ENSOMYG00000000522","mylipb",62.540409,94.970139,71.675652,81.244438,34.552483,71.842667,15.897545,15.492364,19.28623,23.700214,25.352976,22.052513
"ENSOMYG00000000524","tgfb2",1.7589,0.812298,1.963592,0,0,0.477346,0.42233,0.192557,0,0.544498,1.196602,1.250809
"ENSOMYG00000000526","NAA30",26.398809,33.812077,32.414539,28.362246,26.205782,26.546768,8.764456,9.461309,12.112245,5.384354,4.985544,5.117347
"ENSOMYG00000000531","slc50a1",23.813047,29.643641,39.078949,35.508774,10.496711,18.152412,26.336622,21.233553,32.998905,23.583334,25.551535,24.061953
"ENSOMYG00000000532","agpat2",2.698297,7.312652,2.619221,4.234793,2.86253,10.703772,0,0.254258,0.119221,1.894161,0.850365,0.664234
"ENSOMYG00000000536","",42.036247,36.081364,34.525616,65.60717,73.588257,73.458244,47.079197,44.468086,70.468872,24.535461,25.295902,22.356974
"ENSOMYG00000000538","bnip3",0.102073,0.117608,0,2.050582,0.239821,106.328011,0,0,0,0,0,0
"ENSOMYG00000000540","RRP15",4.269841,3.210084,6.45845,9.40803,5.692811,6.467787,13.604575,14.159664,21.791317,8.639589,10.00747,13.838002
"ENSOMYG00000000545","slc50a1",9.649765,7.768301,16.712559,19.92008,13.175621,14.625252,18.78912,14.659167,21.910343,15.033916,16.167898,11.775017
"ENSOMYG00000000548","dipk1b",0.622888,2.328725,2.74424,1.560676,0.764209,1.061444,1.146697,0,0.711214,0.480799,0.345622,0.37404
"ENSOMYG00000000550","ogfrl1",15.875884,11.459544,12.38963,4.286724,1.517675,3.210526,1.351925,2.109977,1.288295,1.556167,1.263158,1.445405
"ENSOMYG00000000552","",5.807693,2.907692,1,2.215385,0,1.761539,0,1.138462,0.561538,2.069231,0,0.323077
"ENSOMYG00000000560","bnip3",19.289669,14.593717,27.390841,105.106674,121.498405,349.527832,24.794212,22.144835,32.204208,10.825346,7.410011,8.412141
"ENSOMYG00000000562","mrps2",14.723256,16.406975,16.077908,24.601162,18.558722,15.438374,13.302325,15.061047,23.768023,12.933721,9.413372,8.401162
"ENSOMYG00000000570","",9.808517,16.28554,10.797488,13.72304,17.05913,16.881128,5.623162,8.22886,6.155025,3.07935,3.872243,3.469669
"ENSOMYG00000000572","",89.713348,116.96859,111.061272,85.701309,70.615974,87.71991,49.706783,52.587528,71.114883,42.447483,37.515316,31.643326
"ENSOMYG00000000583","",2.130616,3.223615,1.726228,5.711599,6.347962,5.206897,2.483804,3.479624,6.451411,0,2.117032,0
"ENSOMYG00000000587","zbtb43",8.241913,14.168073,8.823488,19.03657,6.969058,20.516878,1.205345,3.823488,2.684247,2.461322,1.899437,1.047117
"ENSOMYG00000000588","",3.384615,3.461538,4.08547,7.166667,4.397435,5.846154,4.769231,0,1,0,1.230769,0
"ENSOMYG00000000589","polr3c",9.912903,7.851075,4.986022,4.193548,5.699462,4.964516,0,0,1.588172,1.897849,3.124731,1.683871
"ENSOMYG00000000590","she",13.823264,16.181074,10.769446,14.432152,18.165514,23.219749,8.657736,9.880294,12.692956,5.329084,6.100043,4.757563
"ENSOMYG00000000592","cx43",16.056808,21.842802,15.429572,18.020235,7.121401,11.516731,3.125292,2.50428,4.431906,4.481712,4.898833,4.278599
"ENSOMYG00000000605","",0.132876,0.417,0,0,0.202285,0.05589,0.326433,0.212152,0,0.16491,0,0.014828
"ENSOMYG00000000610","",0.528523,0.992735,0.670601,0.346041,0.287497,14.186077,0.501384,0,1.282293,1.432995,0.713889,0.081277
"ENSOMYG00000000615","",0.282764,0.886418,1.733122,2.78475,0.771247,2.639396,0.629865,0.46386,3.258936,0.664019,0,0
"ENSOMYG00000000621","",6.283545,11.38481,13.002534,20.577215,9.803798,23.281013,10.343038,14.108861,13.379746,8.508861,7.467089,7.662025
"ENSOMYG00000000631","hsdl1",6.748663,4.041444,3.881685,8.495321,2.310829,5.290775,10.975936,10.261364,15.441176,9.59893,5.709225,10.224599
"ENSOMYG00000000638","SLC25A32",5.562702,6.561508,4.411114,3.129365,2.179365,3.320635,2.064286,1.744444,1.19127,5.102381,7.65,4.114683
"ENSOMYG00000000642","mvb12ba",1.989431,0.833059,34.398327,0.313598,0.304552,0.610864,0,0,0,0,0,0
"ENSOMYG00000000645","rprd2b",12.637534,22.530081,15.994987,10.631301,7.325068,8.561247,1.855556,2.08374,3.40271,2.00935,2.896883,2.074255
"ENSOMYG00000000647","cdca3",2.212261,2.153846,5.513592,1.554078,0.160208,0,8.55292,5.882013,12.244083,12.215732,16.050318,16.153847
"ENSOMYG00000000648","ak4",2.60022,3.246696,0,12.098018,7.040749,10.196035,2.550661,3.370044,0.8337,0.849119,1.594714,0.589207
"ENSOMYG00000000653","lmo2",19.242456,21.795006,14.747138,39.267429,36.288242,63.548386,14.46514,11.673257,14.506763,9.90947,8.484912,13.681581
"ENSOMYG00000000662","si:ch211-1a19.3",12.003942,8.808147,8.989488,3.328515,4.729303,4.780552,0.34954,0.444152,1.660972,1.459921,3.752957,0.760841
"ENSOMYG00000000666","",6.323359,5.185328,15.899614,5.516409,1.926641,8.02027,2.069498,0.651544,2.047297,0.546332,1.070463,0.724903
"ENSOMYG00000000669","",1.978356,0.345387,1.215711,0,0,1.136312,0,0.648379,0,0,0.321529,0
"ENSOMYG00000000670","trabd",32.123886,36.566257,33.625,72.299835,92.902283,53.098927,20.154789,17.375835,22.301504,6.762249,7.776169,8.929844
"ENSOMYG00000000673","",6.156667,8.426666,8.373333,18.046667,2.386667,5.89,4.853333,5.453333,5.66,6.126667,7.506667,8.186666
"ENSOMYG00000000678","p3h3",80.525131,78.24218,69.732513,58.514587,38.385765,105.111427,23.810896,24.776449,33.244305,32.570473,30.547979,29.028646
"ENSOMYG00000000682","",0.108142,0.342114,0.402163,0.000891,0.383906,0.129135,0,0,0,0,0,0
"ENSOMYG00000000683","",227.001846,0.534996,1.209587,0,0,0,0,0.336833,0,0.348989,0.280275,0.147334
"ENSOMYG00000000684","FZD6",7.599621,14.40038,19.244108,16.684221,10.93346,10.321293,8.159506,7.191255,12.560456,6.881749,6.51749,4.11597
"ENSOMYG00000000687","",7.06243,5.797659,7.574136,14.059086,13.073021,8.469342,2.661093,2.577481,2.774247,1.267559,0.436455,0.628763
"ENSOMYG00000000688","",1.585096,0.866143,0.895568,1.08982,0.327012,1.494359,0.269458,0.061576,0.022989,0,0.123153,0.123153
"ENSOMYG00000000694","",7.13751,9.2254,2.888141,6.524811,3.522288,5.849453,0,1.523129,1.56434,0.752733,1.488646,0.542473
"ENSOMYG00000000696","s100w",2.917733,1.978062,0,0,0,2.756855,0,0,0.928702,0,0,0.438757
"ENSOMYG00000000709","ubxn6",1.870866,0.819097,0.727264,0.592327,1.154717,10.21812,0,0,0,0,0,0
"ENSOMYG00000000713","",0,0.379424,0.885821,0.043187,0.353134,0.809145,0,0,0,0,0,0
"ENSOMYG00000000716","",187.719193,147.240845,241.274475,162.542343,73.339241,222.987625,45.083664,30.318937,41.165264,50.513828,48.720299,45.462406
"ENSOMYG00000000722","chaf1a",1.406052,0.649585,1.949732,0,0,0,0.52123,0.787701,0.470961,1.88531,0,1.182528
"ENSOMYG00000000723","",3.417587,0.838596,0.34386,1.147368,2.75614,0.837671,1.357895,3.477193,1.959064,2.061988,1.588372,6.790059
"ENSOMYG00000000729","",6.672468,2.129747,6.836498,0,0,0,3.056435,1.970464,6.125527,6.59019,7.115506,7.330696
"ENSOMYG00000000730","",2787.317383,2812.027588,2263.487305,3053.214844,2704.68457,3263.676758,1006.025391,1014.780945,1598.359009,1263.87146,1154.400757,1148.277954
"ENSOMYG00000000732","",9.78638,7.562007,9.584947,9.884588,14.849463,13.56846,8.088889,5.885304,3.841577,6.899642,5.862366,6.016488
"ENSOMYG00000000734","",0.765932,0.67968,0,0.383146,0.111431,0.010585,0,0.183585,0,0,0,0
"ENSOMYG00000000738","",2.915605,4.563296,4.18113,62.490444,55.333,91.983955,4.18949,5.852707,6.995223,1.621815,0,2.222134
"ENSOMYG00000000748","",0.141209,1.396625,2.672995,0.405487,0.944796,1.049341,0,0,0,0,0.037975,0.155063
"ENSOMYG00000000749","npy8ar",1.688123,2.255666,0.94107,0.110154,2.848141,1.392566,0,0,0,0,0,0
"ENSOMYG00000000758","U2",1.586591,2.048599,1.302795,0.430167,0.538546,0.462575,1.064246,0.430166,0,0.279329,0,0
"ENSOMYG00000000763","cfdp1",4.067408,7.831852,6.480741,9.535556,14.568149,6.067408,5.783704,3.685185,10.514444,1.722222,0.845926,1.121482
"ENSOMYG00000000764","",0.923619,0.193629,3.506703,0.607211,0,0.963105,0,2.060983,1.580909,0,0,0
"ENSOMYG00000000769","tmem170a",10.398082,12.182254,7.11271,30.750599,20.191847,15.321342,21.002398,14.717027,26.223022,2.860911,5.1247,8.880095
