"Gene_ID","Gene_Symbol","SRR9943833","SRR9943834","SRR9943835","SRR9943836","SRR9943837","SRR9943838","SRR28475464","SRR28475465","SRR28475466","SRR28475467","SRR28475468","SRR28475469"
"ENSOMYG00000009395","",2.901961,9.15784,8.663399,0.960784,6.584967,17.022877,0,0.686275,1.150327,0,0,0
"ENSOMYG00000009400","",0.115848,0.775194,0.05814,0.379845,0.252369,0,0,0,0,0,0,0
"ENSOMYG00000009401","pdik1l",20.570185,20.455954,31.047438,33.064861,31.524685,29.506292,11.787996,9.73669,14.265246,8.584704,8.862536,6.709584
"ENSOMYG00000009409","ccl25b",10.820755,20.691824,15.437107,11.713837,9.169811,5.477987,3.773585,7.106918,8.119497,4.072327,4.742138,3.965409
"ENSOMYG00000009413","rps3a",2366.495605,2820.948486,2818.871338,2432.726562,2624.438232,3147.472412,1021.927551,1003.400024,1425.667114,1313.241211,1091.918701,1061.099609
"ENSOMYG00000009419","si:ch73-335l21.4",7.662745,2.362745,0,47.329411,45.796078,45.656864,3.227451,2.880392,4.547059,0.205882,0,0.245098
"ENSOMYG00000009425","CLEC3B",0.991912,3.508088,2.951471,5.191912,4.791176,6.530882,0.552206,0.696324,0.781618,0.299265,0.369853,0
"ENSOMYG00000009426","",9.946154,12.346154,3.946154,9.615385,8.176923,0.938462,0,0,0,0,2,0
"ENSOMYG00000009427","chchd3b",0.548465,1.205756,0,0.638289,0.220362,14.150878,0,0,0,0,0,0
"ENSOMYG00000009428","SNORD73",2.385714,6.342857,4.757143,3,3.857143,2.928571,0,0,0,0,0,0
"ENSOMYG00000009430","frs3",3.89792,3.365747,3.366231,0.992743,0.36865,1.92985,0,0.127238,0.111272,0,0.145138,0
"ENSOMYG00000009445","SNORD46",6.682243,11.317757,4.121495,10.046729,3.887851,3.093458,0,0,0,0,0,0
"ENSOMYG00000009446","tnfsf10",0.574132,1.552401,1.413981,1.355543,0,0,1.185691,1.0284,0.930093,5.09503,6.058984,4.009558
"ENSOMYG00000009448","",4,1,1,0,1,2,0,0,0,0,0,0
"ENSOMYG00000009451","cxcl12a",40.53846,36.732601,44.954212,12.692307,21.155678,49.754578,10.146521,28.902931,38.747253,35.666668,20.739927,25.567766
"ENSOMYG00000009460","si:ch73-335l21.1",29.708624,34.05864,43.391453,33.203804,32.585091,41.961166,2.695335,3.267657,2.851707,8.572322,7.850665,7.824342
"ENSOMYG00000009463","uqcc2",13.526989,17.56076,2.220553,0.839303,22.76943,21.849096,14.757711,14.028392,13.779896,14.617257,26.081371,11.274261
"ENSOMYG00000009465","HGF",0.322714,0.671381,1.088555,1.125589,0.166327,0.382869,0,0,0,0,0,0
"ENSOMYG00000009466","",2.18698,1.692831,0.41238,0.740402,0.225022,1.80384,0.268781,0.285476,0,1.444908,0,0.304257
"ENSOMYG00000009479","hs2st1a",8.728675,12.348457,7.068058,9.536752,8.080762,10.470962,7.341198,5.534483,8.465971,6.463702,3.858439,5.463702
"ENSOMYG00000009480","",16.091698,31.351921,12.376704,16.991325,14.050804,16.959106,6.89715,3.268897,6.972739,3.63197,2.457249,5.83891
"ENSOMYG00000009482","ZBTB14",12.590267,12.683211,14.742092,20.196108,15.276886,16.56691,2.63017,3.082239,4.018978,2.485158,2.00146,2.326034
"ENSOMYG00000009485","inka1b",7.282436,2.832304,9.167696,5.185349,5.923213,4.793468,0.653133,3.280671,3.384819,3.435128,4.772286,5.050309
"ENSOMYG00000009486","mtmr7b",0,0,0.018835,0.008571,0.097589,0.00732,0.591608,0.1829,0.016541,0,0,0.018232
"ENSOMYG00000009488","si:dkeyp-81f3.4",0.393064,0,1.246628,0,0.820809,1.597303,0,0,0.71869,0,0,0
"ENSOMYG00000009489","",21.370275,37.536083,52.356529,16.09622,9.787801,12.297251,7.0742,7.290378,6.757732,83.005157,87.658936,92.80584
"ENSOMYG00000009491","ASB13",9.488135,13.450848,5.285876,25.016949,10.705085,41.926552,10.162712,6.187571,12.731073,5.865537,3.925424,6.690395
"ENSOMYG00000009498","",0,1.294522,0,0,0,0.504303,0,0,0,0.221396,0.008714,0.426223
"ENSOMYG00000009506","si:ch211-18i17.2",24.404112,37.361393,44.901772,47.823112,133.012436,139.772888,10.420563,4.527943,10.588155,6.32138,6.136576,4.788161
"ENSOMYG00000009507","",0.53117,2.102417,4.984733,0.753817,1.259542,1.813613,1.758906,0.496183,0.942112,0.543257,0.832697,0.546438
"ENSOMYG00000009508","taf5l",2.123425,2.943672,0.285492,0,0,0.138856,0.28647,0,0.219525,0,0.406572,0.145606
"ENSOMYG00000009510","raver2",40.537952,61.335533,42.974422,66.393013,57.878986,86.055557,0.306931,1.362486,1.319582,0.590209,0.778878,0.759626
"ENSOMYG00000009512","",1.422904,1.009017,0.476105,1.528404,1.614067,1.588368,0.181695,0.285843,0.234445,0.233995,0.265555,0.467087
"ENSOMYG00000009513","",58.927776,55.648148,73.574074,103.451851,77.975311,99.529633,62.555557,50.022221,63.466667,23.922222,21.785185,33.144444
"ENSOMYG00000009516","",46.835995,54.585659,47.246643,68.048424,57.711987,85.666504,15.736352,14.079282,19.291937,7.621262,8.418552,8.657016
"ENSOMYG00000009517","",7.410388,17.042809,9.473459,9.158676,4.389269,9.301941,3.845034,2.224886,6.593607,2.631279,2.155822,0.973173
"ENSOMYG00000009520","",0,0,0,0,0.390625,0,0.762153,0,0.259115,0.130208,0.37717,0
"ENSOMYG00000009522","",8.166789,9.82089,8.46359,6.565833,6.030526,8.611806,2.31004,4.241633,4.330268,1.712762,2.118794,2.141596
"ENSOMYG00000009523","",0.767404,0.60688,0.614251,0.635545,0.367731,1.359541,0,0,0,0,0,0
"ENSOMYG00000009524","GRHL1",1.189358,1.048513,1.451748,0,0.732394,1.450183,0,0,0,0,0.463224,0.250391
"ENSOMYG00000009526","",4.065728,2.451878,1.637715,1.926448,0.694836,1.687011,0.467919,0.510172,0.466354,1.137715,1.622066,0.963224
"ENSOMYG00000009528","",8.159804,6.879412,9.356863,5.89902,4.898039,6.693137,3.062745,2.165686,1.747059,1.035294,2.02353,2.554902
"ENSOMYG00000009530","mst1ra",2.971388,6.725585,4.975172,2.768267,13.250887,4.928115,1.625916,2.364389,2.472452,0.454954,0.449279,0.887207
"ENSOMYG00000009536","",0.945205,0.684932,2.853881,1.296804,4.890411,2.136986,0,0,0,0,0,0
"ENSOMYG00000009537","fgfrl1a",0.024383,0.329489,0.253773,0.049147,0,0.10277,0,0,0,0,0,0
"ENSOMYG00000009540","",7.478632,14.199434,7.327635,14.478633,2.311491,6.729432,4.566966,5.948245,8.51472,1.80769,3.420398,5.817664
"ENSOMYG00000009544","",0.329825,2.309942,0.792982,0.791813,1.408187,1.492398,0,0,0,0,1.052632,0
"ENSOMYG00000009547","reep5",209.441025,195.329041,223.791382,106.416748,85.437065,181.724487,156.687317,164.16304,244.63974,199.79187,165.829041,174.911789
"ENSOMYG00000009549","klf11a",19.727736,27.920483,35.292622,13.807252,6.446565,17.837786,7.784987,7.739186,8.337787,12.729644,14.891857,12.204199
"ENSOMYG00000009550","",55.009529,86.958305,89.543182,53.925552,96.744492,93.961884,8.76355,13.476753,18.678976,7.877308,6.805837,7.057176
"ENSOMYG00000009553","",10.3486,14.066062,1.126324,24.594145,0.464454,19.266573,0,0,0,0,0,3.359998
"ENSOMYG00000009554","snapin",0.230346,10.162697,0.203037,0.178957,17.809034,0.873218,0.14454,0.224612,0.380982,0,0.397282,1.247679
"ENSOMYG00000009557","",0.130478,0.334733,0.081276,0.254073,0.015617,1.100584,0,0,0.044165,0.039799,0,0.038791
"ENSOMYG00000009560","rassf1",0.640212,1.378307,2.765873,0.570106,0,1.486773,1.306878,1.279101,0.501323,1.050265,1.30291,1.070106
"ENSOMYG00000009564","",16.554598,4.767242,13.780171,2.229885,3.357759,1.705459,1.425287,1.853448,1.541667,3.225575,5.08046,5.770115
"ENSOMYG00000009566","",0,0.06777,0.278613,0.463191,0.241214,0.358208,0,0,0,0,0,0
"ENSOMYG00000009570","vps11",0.483002,0.817571,1.196516,3.540214,1.113873,0.977696,0.282338,0.097844,0,0,0,0
"ENSOMYG00000009574","",8.015873,96.5746,5.148148,0.407937,1.391005,1.781482,0.375132,0.364021,2.131746,0.658201,1.231746,2.093651
"ENSOMYG00000009578","",0.869977,0.449892,1.212471,1.215704,0,0.800462,0.500231,0,0,0.130716,0.828637,0
"ENSOMYG00000009579","",2.066667,1.739623,3.378616,0,0,2.716981,0,0,0,0.45283,0,0
"ENSOMYG00000009587","",0.210526,0,0,0.292398,0.065789,0,0,0.317251,0.625731,0,0,0
"ENSOMYG00000009588","ndufa11",155.394165,224.834824,209.799026,176.367645,152.256134,189.212006,103.920341,112.028183,165.635345,148.416824,123.938889,135.073654
"ENSOMYG00000009590","chtopa",44.696278,58.658314,52.593773,63.474564,64.540619,90.596809,31.893698,34.589218,44.210327,30.20577,20.886864,30.189066
"ENSOMYG00000009593","rnf146",6.963061,4.92876,4.978892,6.896218,1.490765,4.416007,4.310466,5.096746,8.955145,4.431838,4.815303,5.324099
"ENSOMYG00000009597","",0,0,0.742484,0.27451,0,0.392157,1.513726,0.341176,1.186928,0,0,0
"ENSOMYG00000009602","",13.111732,17.046555,13.087523,10.791434,4.836127,5.24581,11.839852,11.316573,26.478584,14.891993,12.366853,25.152702
"ENSOMYG00000009603","",174.954971,160.679794,195.268723,228.775482,102.066917,217.406509,116.271202,133.293167,149.89093,94.11869,102.586365,102.008446
"ENSOMYG00000009606","tusc2b",34.999603,30.896894,39.03503,58.320858,60.581608,90.925156,26.92695,34.422771,44.398487,22.587181,21.227308,17.735668
"ENSOMYG00000009607","",2.894737,5.192983,7.491228,3.649123,0.97807,0,14.486842,10.951755,13.377193,34.844299,37.817982,30.785088
"ENSOMYG00000009608","si:dkey-192l18.9",1.5522,1.289474,2.584556,1.97239,1.014236,1.800259,0.100518,0.388697,0.346419,0.730802,0.244607,0.060828
"ENSOMYG00000009621","tmem68",8.074074,12.655773,6.691721,2.923747,3.708061,2.249455,0,0,1.318083,0,1.577342,2.580611
"ENSOMYG00000009626","",0.035026,0.193287,0.33859,0.035026,0,0.035026,0,0,0,0,0,0
"ENSOMYG00000009633","mxd4",4.093312,15.769508,15.487407,12.903385,26.673391,15.136966,2.099711,2.386045,2.342073,5.772295,4.165565,5.950867
"ENSOMYG00000009635","SNIP1",11.309339,13.614138,9.509079,6.465629,9.349546,9.613489,7.016861,6.904669,8.964332,5.955902,5.584955,4.412451
"ENSOMYG00000009639","",5.95639,9.451241,7.133253,54.743793,106.902481,145.853119,17.588734,15.456087,19.491823,5.911569,1.374319,2.852817
"ENSOMYG00000009640","asf1ba",19.584179,28.690235,19.868687,56.638046,50.858585,60.575756,30.711279,42.767677,53.963806,19.50926,11.94276,14.296296
"ENSOMYG00000009641","",6.013889,11.654514,18.767361,9.413195,15.967014,4.128472,14.888889,15.550347,10.493055,12.131945,21.246529,13.440972
"ENSOMYG00000009646","",147.682922,137.533905,137.734756,249.637802,200.119659,10.556593,101.105713,0.915616,141.966934,1.42603,1.088683,1.233107
"ENSOMYG00000009648","tmem68",16.556255,30.23168,15.819763,12.949667,4.678017,12.757587,3.698001,7.040831,6.371577,12.019729,19.054033,13.541977
"ENSOMYG00000009653","retreg3",30.633142,26.670179,26.409643,15.128352,13.952745,18.186462,10.863346,12.606641,14.670178,30.349298,28.895914,27.252235
"ENSOMYG00000009661","",358.504425,311.048004,434.948334,343.095276,246.065094,498.596832,104.921478,115.98983,147.390961,82.836449,83.015869,91.860046
"ENSOMYG00000009664","",1.011795,0,0.70396,0,0,0,0.181701,0.078573,0.152347,0,0.040007,0
"ENSOMYG00000009669","iqsec2b",2.794212,4.291747,2.270097,2.984352,2.46045,2.649089,0.543837,0.59314,1.614791,0.357128,0.612647,0.917256
"ENSOMYG00000009675","",70.962242,57.260162,51.485142,23.380285,4.27561,16.151531,12.865447,10.454712,15.191504,13.785772,15.454692,13.569106
"ENSOMYG00000009681","",0.561151,0.411871,0.585132,1.916067,1.683453,2.898681,0.358513,0,0.269784,0.543165,0.094724,0
"ENSOMYG00000009696","",7.756928,14.81202,9.718531,10.811687,9.237062,11.051419,3.274457,2.916194,3.203339,1.49616,1.4,1.967279
"ENSOMYG00000009697","",0.156198,0.992672,0.778057,0.791039,0.837521,0.68593,0,0.394054,0.241206,0,0.085846,0.295645
"ENSOMYG00000009700","mlx",69.139214,71.696075,63.169933,171.217651,217.24118,119.618301,80.279739,99.685623,123.224182,61.650982,36.892159,50.858822
"ENSOMYG00000009701","stk16",20.563087,38.991657,19.846716,22.055265,56.266945,50.545326,20.373306,15.434306,19.913452,5.952034,8.361314,5.763816
"ENSOMYG00000009702","SETD5",10.541361,16.230316,15.839492,19.083036,15.082721,34.581776,2.833928,2.418434,3.946882,1.773672,1.618098,2.092169
"ENSOMYG00000009704","",4,4,0,2.95,6,7.716667,1.316667,1.366667,16.566668,2.266667,0,4.116667
"ENSOMYG00000009707","",49.409595,51.177017,56.752964,1.956566,0,2.070707,0,0,0,1.264646,1.422222,3.10404
"ENSOMYG00000009709","aldob",0.589391,6.035364,0,0.357564,2.861166,0,3.049771,3.249509,4.362803,7.588081,4.240341,6.463654
"ENSOMYG00000009710","",13.545908,11.436802,39.858059,26.600082,30.208717,11.662065,21.983736,22.10985,33.32058,2.001526,3.08908,3.702926
"ENSOMYG00000009711","tuba8l2",79.031715,192.918427,172.790222,117.61348,268.401825,193.386749,42.542862,44.62009,55.470543,27.005854,26.173716,25.83025
"ENSOMYG00000009715","vtnb",2286.445312,2684.7146,2885.384766,1936.32605,1143.137451,2131.817139,761.808594,768.913879,1025.469482,789.748169,765.890747,736.746704
"ENSOMYG00000009718","pm14",123.819031,160.026398,131.960403,163.537949,134.792633,168.387787,123.965347,116.904839,144.390533,139.684814,117.974701,129.195267
"ENSOMYG00000009721","mdfic",3.698469,4.919906,5.729093,3.852768,2.919906,4.107185,1.937574,2.493522,1.441696,2.040047,0.757362,0.877503
"ENSOMYG00000009726","",0.303097,0.47269,0.467946,0.29078,0.280941,0.584156,0,0,0,0,0.503977,0
"ENSOMYG00000009729","sf3a3",11.152672,28.113155,25.042673,33.276024,34.665535,36.329052,15.277883,21.830156,1.541644,23.221037,14.656391,18.854918
"ENSOMYG00000009730","MXI1",32.472733,19.909576,16.16939,19.34127,42.409866,18.811735,1.77838,2.056892,3.3081,1.360377,1.175177,1.367569
"ENSOMYG00000009733","lrrc39",1.254468,1.739574,0,1.634043,1.692766,1.346383,1.84766,0.804255,1.337872,0.15234,0.538723,0.165106
"ENSOMYG00000009741","",0,0.59579,0.289114,1.049394,0.546208,0.126928,0.173308,0.041346,0.241395,1.129732,0.587019,0.125014
"ENSOMYG00000009742","zgc:114200",20.723825,28.99733,24.827457,19.956997,18.702724,17.751068,8.805555,6.163462,10.055021,6.457265,7.671474,11.058227
"ENSOMYG00000009753","",28.116959,36.513561,33.993713,32.836987,30.114872,29.489687,0,0,0,0,0,3.036027
"ENSOMYG00000009759","",7.222222,6.352778,1.45,9.072222,0.95,16.083334,0,6.327778,9.991667,0,9.983334,0
"ENSOMYG00000009760","vps37a",0.116635,0,1.259678,0.056669,0.350103,1.714105,0,0,0,0,0,0
"ENSOMYG00000009761","GABPB2",7.35793,7.649354,8.719795,9.959858,10.261708,9.818182,7.550964,6.111373,8.530893,3.251082,3.064935,4.636954
"ENSOMYG00000009766","vkorc1l1",11.65969,18.141085,13.316279,17.579845,22.496641,17.955038,6.186047,3.986047,7.844961,1.76124,4.058915,0
"ENSOMYG00000009773","",0,0.074444,0.658846,0,0,0.426255,0.289337,0,0.174469,0.328785,0,0
"ENSOMYG00000009779","",3.587121,5.613636,4.75,3.621212,1.318182,2.212121,0,0,0,0,0,0.689394
"ENSOMYG00000009782","tshz3a",1.289608,1.684636,3.309374,2.274633,1.560048,2.454927,0.26445,0.089847,0.596885,0.079964,0,0.089548
"ENSOMYG00000009783","zgc:85777",130.152817,95.914139,101.966591,113.638428,95.78801,145.567993,112.025253,113.255875,157.256027,130.305695,100.96933,99.597252
"ENSOMYG00000009796","",7.921769,5.023809,11.122449,2.329932,4.241497,6.040816,5.690476,4.319728,5.931973,4.102041,3.489796,7.336735
"ENSOMYG00000009799","",4.800617,10.111729,10.758642,8.498148,3.662963,5.904321,3.425309,2.210494,2.798457,1.582407,1.864815,2.604938
"ENSOMYG00000009806","",114.156715,50.143925,527.739868,22.059702,3.339019,42.70256,7.706823,11.970149,11.877932,5.040512,3.832623,3.391258
"ENSOMYG00000009808","tdrd6",2.256371,5.817246,3.252381,3.972716,2.820721,4.040669,0.45444,0.216088,0.312355,0.119176,0.199228,0.461133
"ENSOMYG00000009816","eya3",1.428924,0.342459,0.084734,0.013854,0,0.767389,0,0,0,0,0,0
"ENSOMYG00000009818","ck073",18.753073,20.221706,24.198843,31.201668,39.614788,37.597912,19.468218,28.45079,33.605198,20.90556,17.290344,31.48362
"ENSOMYG00000009823","patz1",27.641026,33.148819,31.61639,20.295877,10.653092,17.245602,3.463047,5.320261,4.255405,3.510307,4.122172,5.721971
"ENSOMYG00000009824","",5.817687,4.797278,13.104762,5.02585,8.2517,4.189116,1.223129,0.27619,1.063946,5.863945,4.374149,6.194558
"ENSOMYG00000009826","uri1",2.722935,4.030284,51.344883,20.072149,12.743945,23.329733,4.508095,3.443132,74.539062,1.410568,2.178501,1.929069
"ENSOMYG00000009840","",13.739379,16.035948,16.040033,16.128267,16.963236,27.229576,15.564134,13.717731,19.899918,14.715686,15.270017,12.276552
"ENSOMYG00000009843","",22.788733,32.751175,31.915493,14.765258,10.403756,15.943662,11.511737,23.384977,14.530517,35.694839,30.497652,36.206573
"ENSOMYG00000009849","MAP7D1",16.148373,10.030904,21.188898,15.387774,13.943191,11.461863,2.410477,10.700675,10.444974,2.297171,2.384875,1.774396
"ENSOMYG00000009854","",0.250783,0.163347,0.242899,0,0,0.875568,0,0,0.10162,0,0,0.023228
"ENSOMYG00000009855","si:dkey-74k8.3",3.708609,5.567329,0,4.95585,0.377483,3.509934,0,0.602649,0,0.80574,0,0
"ENSOMYG00000009856","rxylt1",3.021041,1.267996,1.286822,2.251384,2.949059,2.115172,0,0,1.41196,0,0,0.223699
"ENSOMYG00000009859","gpr85",0.379189,1.365079,0.78836,0.261905,0,0,0,0,0,0.067019,0,0
"ENSOMYG00000009864","tmem168a",12.192384,11.967473,15.508727,10.541451,8.925426,12.421659,6.078144,7.97263,11.619992,6.244348,6.725903,6.097977
"ENSOMYG00000009870","cd8a",5.086466,0,5.144737,1.388158,0.281955,0.228383,0,0,0,0,0,0
"ENSOMYG00000009878","",1.040802,1.272108,2.066352,0.915626,0.995351,1.143869,0.049057,0.093556,0,0.009814,0,0.097481
"ENSOMYG00000009881","",10.041249,40.900227,48.768353,14.679656,12.066821,12.391928,25.841314,25.245268,10.613297,33.88271,2.777388,15.259744
"ENSOMYG00000009883","gpr155a",0.001356,0.011473,0,0.00024,0.02171,0.003096,0,0,0,0,0,0
"ENSOMYG00000009884","",2.743554,2.55006,3.415641,2.753121,2.820209,3.296633,0,0,0,0.078334,0.139638,0
"ENSOMYG00000009888","hdhd3",22.484362,20.037533,16.255585,17.371761,13.465594,18.852547,8.000894,11.10992,9.272565,7.033959,9.700625,8.337802
"ENSOMYG00000009890","",10236.874023,9784.113281,9336.435547,12376.753906,7258.934082,9806.612305,2761.385742,2770.191895,3627.365723,1479.973633,1571.088501,1532.760742
"ENSOMYG00000009891","",0.346138,0.675343,0.123233,0,0.092569,10.763763,0,0,0,0,0,0
"ENSOMYG00000009894","",0.778261,0,0.322826,1.399457,0.330978,3.793478,0.074457,0.233696,0.557065,0.294022,0,0.317391
"ENSOMYG00000009896","",9.305825,11.279396,8.839267,7.51726,7.576052,9.153182,0.971413,3.536138,5.450917,3.731392,6.153722,3.471413
"ENSOMYG00000009898","",10.752007,11.99154,14.893849,0.824812,0.289903,1.890311,1.319625,0.999863,0.534186,1.207806,0.982647,0
"ENSOMYG00000009900","",10.67886,20.00753,9.986014,12.079075,4.19957,7.972566,3.340506,7.57773,6.468532,2.811189,3.614847,3.255514
"ENSOMYG00000009903","",0.082272,0.055473,0.027134,0,0.149071,0.034301,0,0,0,0,0,0
"ENSOMYG00000009904","",6.510426,6.061202,2.899899,3.003871,3.457922,4.111079,3.511924,1.890205,2.695735,1.040478,3.343571,1.722969
"ENSOMYG00000009906","mindy4",5.845529,4.762088,7.74433,2.994865,5.238768,4.829696,1.877193,0.958922,1.970475,1.243902,1.165597,1.977749
"ENSOMYG00000009907","",14.841258,12.380232,6.137213,15.195524,11.880629,10.614368,1.494613,1.056309,0,1.930123,1.693187,0.516693
"ENSOMYG00000009910","zgc:64106",342.940338,507.803497,420.61676,327.46759,313.650726,494.108032,252.109573,255.25206,328.797333,402.296814,409.482513,415.728912
"ENSOMYG00000009911","gpkow",9.830256,12.193373,11.894623,14.059751,11.687126,12.259098,10.960619,10.582293,8.777295,8.847365,5.305812,6.281369
"ENSOMYG00000009913","",0,1.528125,1.202083,0,0.9375,0.625,0,0.494792,0,0,0,0.795833
"ENSOMYG00000009915","",24.589996,29.314106,23.094385,46.628223,52.203789,48.06926,48.147568,48.902328,63.090801,23.681492,21.027479,24.845579
"ENSOMYG00000009918","",2.273494,3.435997,2.007792,1.773375,2.3126,2.99764,2.547758,2.311541,2.084992,1.530966,2.622348,0.991505
"ENSOMYG00000009921","eif1ad",16.835941,25.439665,13.836561,53.847561,76.892281,49.588089,30.610302,40.818192,49.699875,1.047029,3.089247,13.395805
"ENSOMYG00000009924","scrn3",107.360954,107.054031,120.618156,95.353027,153.719742,136.119598,105.308357,104.010086,162.064117,75.188759,64.405617,71.853027
"ENSOMYG00000009928","",7.713801,7.18053,5.375847,11.049292,9.260937,12.708565,5.130404,4.238139,6.624153,4.372766,5.720887,6.170363
"ENSOMYG00000009930","thrap3a",0.382886,231.834106,206.542587,7.559683,1.042265,0.532979,0,0.371815,0,0,1.20253,0.022083
"ENSOMYG00000009936","nop56",4.468043,5.494592,3.990167,2.276303,1.86234,4.933136,3.728614,2.374631,2.027532,2.632252,1.864307,3.352999
"ENSOMYG00000009943","",138.954269,184.290543,134.628723,214.718079,159.79184,300.956055,21.218439,18.97695,23.959929,6.489007,9.224892,6.108156
"ENSOMYG00000009944","",240.791885,162.478836,286.478821,210.181656,103.399467,196.20018,144.560852,154.494705,178.450623,96.002647,115.39418,99.106705
"ENSOMYG00000009945","pqbp1",2.331169,7.93723,3.835498,9.84632,2.4329,1.088745,3.332251,2.883117,1.452381,0,1.792208,0
"ENSOMYG00000009948","coq6",2.615385,4.764957,3.719017,2.07906,0.985043,1.070513,0.134615,0,0,0,0.254274,0.938034
"ENSOMYG00000009967","timm17b",25.018518,12.792181,13.290123,21.972221,26.502058,43.679012,22.911522,21.613169,31.610083,22.977365,18.528807,16.306585
"ENSOMYG00000009973","",1.060955,1.817506,0.636966,0.023735,1.312989,1.212936,0.39091,0,0.964808,0,0,0
"ENSOMYG00000009976","CIR1",10.205803,10.10054,11.265857,7.126181,5.504724,4.388664,13.549258,15.514845,18.352564,17.402159,15.065452,10.116735
"ENSOMYG00000009978","gxylt1b",0.164618,0.082595,0.147899,0,0,0,0,0,0,0.085739,0.199914,0
"ENSOMYG00000009979","nkiras1",18.139999,24.264708,12.172941,12.96353,8.58,16.332941,6.736471,7.468235,10.902353,9.110588,11.865882,13.476471
"ENSOMYG00000009981","",6.865224,8.806868,5.973799,7.350536,6.412862,5.973403,0.495435,0.528384,1.633908,0.934498,0.71576,0.717547
"ENSOMYG00000009982","",28.242025,23.168844,14.228242,1.85593,0.54903,1.794117,1.187605,1.879276,1.077419,1.49318,0.544518,1.111303
"ENSOMYG00000009985","",7.092198,23.485815,8.070922,2.656028,9.067376,3.968085,1.861702,0,1.902482,4.572695,0.803191,1.04078
"ENSOMYG00000009987","sh3d21",34.000992,45.089497,26.600065,20.416117,4.186262,8.17173,13.220608,15.832893,14.886724,22.005312,17.665787,16.367899
"ENSOMYG00000009997","rl15",2015.819458,1925.283081,2289.093018,2844.301025,2181.395508,2607.172852,1817.786499,1785.092651,2673.116455,2191.60791,1925.936279,1969.391479
"ENSOMYG00000010000","",0.212766,1.659575,0.578723,2.521277,0.421277,2.546099,0.02695,0.495035,0,0,0.165957,0
"ENSOMYG00000010002","entpd8",41.635223,46.33942,50.804798,80.0289,59.126774,79.115051,25.175028,23.611778,37.847328,22.542257,25.706106,22.548529
"ENSOMYG00000010003","rbm15",11.67128,14.657439,17.664743,14.786236,6.164553,7.812764,1.813149,3.10842,2.863514,2.391773,1.08689,0.551326
"ENSOMYG00000010005","",15.080274,15.41257,7.277536,12.841319,12.955196,18.271313,17.232731,25.980087,30.291536,2.446173,3.04916,0
"ENSOMYG00000010006","",8.544444,3.566666,5.077778,2.533333,0.622222,1,0,0,0.966667,0,0,2
"ENSOMYG00000010008","ppdpfa",423.719208,221.934097,375.428375,1663.571655,2628.233643,2397.064453,1329.581665,1393.612793,2143.890381,199.814468,228.437683,166.189117
"ENSOMYG00000010022","",0,4.317073,2.957317,1.743902,4.73374,1.884146,0,0,0.756098,0,0,0
"ENSOMYG00000010024","nr1d2b",51.583462,20.165886,36.859596,52.191887,69.557465,87.561363,9.278731,18.570463,18.660946,9.381695,10.384295,8.24597
"ENSOMYG00000010027","",4.567068,7.295251,6.779602,8.441952,5.914431,7.755435,2.656568,2.535384,2.240518,1.369103,1.62766,1.622109
"ENSOMYG00000010031","eva1ba",228.760864,215.220184,284.793091,156.549332,244.952484,265.347809,207.798599,211.685562,288.48526,132.612305,118.703979,130.092789
"ENSOMYG00000010039","calcoco1a",8.555234,14.92649,8.675755,7.731131,6.996806,8.142487,5.11703,5.383843,5.739374,3.203542,3.487228,2.593735
"ENSOMYG00000010040","tut1",7.007858,10.021298,9.535153,11.823821,4.456576,6.130273,1.837883,2.501654,3.736766,2.683209,3.123656,1.759719
"ENSOMYG00000010042","tpd52l2a",0,12.304862,0,0,0,16.652203,0,0,0,0.873385,1.335646,0.717286
"ENSOMYG00000010052","",0.335143,0.859143,0,0.268041,0.493501,0,0,0.128642,0,0,0,0
"ENSOMYG00000010057","",68.0299,81.558136,75.171806,165.675842,216.651642,269.17749,87.033699,90.66777,111.471764,23.628857,20.651638,19.462744
"ENSOMYG00000010058","",17.105186,19.644178,16.904606,23.849836,25.182081,28.923286,7.464635,10.69786,12.594487,3.501632,4.786362,5.437432
"ENSOMYG00000010073","stk40",25.759352,43.946697,36.429241,49.377495,65.043327,65.423943,25.291147,22.93672,28.910536,5.702619,8.513404,8.926434
"ENSOMYG00000010080","cdc42ep1b",1.742787,2.493817,2.727947,0.726298,0.494641,0.277824,1.037923,1.109645,0.940643,0.678483,0.546579,0.64798
"ENSOMYG00000010081","purab",23.300119,34.463821,23.172005,7.54567,6.156584,18.58007,10.036774,3.052195,6.381969,3.134045,3.398576,2.419929
"ENSOMYG00000010082","KLHL11",9.215249,9.936773,6.88331,11.901906,6.949791,14.227801,1.037657,0.889819,2.620177,0.357973,0.937239,0.631799
"ENSOMYG00000010083","serping1",4211.658203,6870.511719,6144.152832,2.320515,1.723521,10.285457,0.074447,0.058063,0.03358,0,0.056974,0.172479
"ENSOMYG00000010084","brd2a",11.096698,14.877178,10.652048,16.673285,5.812047,12.459914,12.199294,0,13.235527,2.930624,0,0
"ENSOMYG00000010087","srsf3a",20.657011,22.456547,21.965237,28.375435,19.05562,27.607183,8.973349,12.282735,16.848204,35.746235,38.086906,37.046349
"ENSOMYG00000010091","",3.107924,4.568306,3.848361,1.357924,0.790984,3.603825,0.25,1.389344,1.310109,0,0,0.340164
"ENSOMYG00000010093","KLHL10",1.00575,1.304744,0.720652,1.4207,0.848107,1.075707,0,0,0.287494,0,0,0
