"Gene_ID","Gene_Symbol","SRR27553658","SRR27553659","SRR27553660","SRR27553661","SRR27553662","SRR27553663","SRR27553664","SRR27553665","SRR27553666","SRR25482874","SRR25482875","SRR25482876","SRR25482877","SRR25482878","SRR25482879","SRR25482880","SRR25482881"
"ENSOMYG00000010868","RUNDC1",0.795962,0.799858,1.51371,0.892313,1.352108,1.057917,2.114772,1.290689,0.721765,3.239462,2.154446,3.97154,6.404718,8.00549,3.712717,3.508679,2.291888
"ENSOMYG00000010876","rpl27",1671.917725,1683.136597,2027.517944,1791.243896,2031.283813,1872.746094,2067.431396,2540.707275,2448.112061,1699.296387,1716.379761,2308.980957,2600.130371,2823.72583,1887.43457,2336.13501,2060.410645
"ENSOMYG00000010880","klhl21",0.444984,0.358475,0.5726,0.379467,0.364907,0.393517,0.431601,0.404345,0.381611,0,0.035114,0.049835,0,0,0,1.262329,0
"ENSOMYG00000010888","KIF27",0.203553,0.202214,0.428204,0.27908,0.311269,0.263411,0.374464,0.245863,0.18056,0.480266,1.560922,0.898333,0.88905,1.781919,0.578716,0.639932,0.413922
"ENSOMYG00000010917","cnksr1",11.70794,17.822357,12.695122,11.005487,10.274187,8.486382,18.30508,12.946138,13.92439,5.704878,7.081707,18.06992,20.363415,21.022139,8.275,6.232114,5.751626
"ENSOMYG00000010918","ifi35",11.043833,10.308868,10.895514,11.953109,10.231397,9.667686,31.046381,14.902139,10.24159,17.035677,18.656473,32.42979,23.940876,30.573904,22.213047,20.174313,19.866463
"ENSOMYG00000010920","",0.057279,0.014368,0.101197,0.136016,0,0.014368,0.177684,0.056513,0.016284,0.028736,0.025,0.176149,0.243681,0.371648,0.042912,0.160968,0.248276
"ENSOMYG00000010923","qng1",8.489553,5.921717,8.474064,4.507614,7.393901,9.92176,15.645993,12.360315,6.520756,29.22893,17.341639,47.235416,40.90414,51.021847,24.948391,31.609129,21.186495
"ENSOMYG00000010927","",0.107143,0.116313,0.19112,0,0,0,0,0.389961,0,0.28861,0.716699,0.593147,2.430019,1.483591,1.128861,0,0.651544
"ENSOMYG00000010929","gskip",10.39899,8.396464,22.351009,7.085859,7.116162,12.856061,11.808081,16.813131,12.088384,9.719697,16.310606,18.628788,11.44697,21.136364,8.633839,11.356061,15.108586
"ENSOMYG00000010930","",0,172.27063,0,0,0,0,0,280.580872,0,50.943893,59.29208,59.554455,58.745876,80.29538,74.282181,83.367989,61.169968
"ENSOMYG00000010932","",0,0,0.06216,0.032323,0.02331,0.041492,0.078477,0,0.234656,0.11655,0,0.020668,0.151981,0.043668,0,0.039783,0.045999
"ENSOMYG00000010933","",0.032928,0.28373,0.139881,0.053162,0.165237,0.089291,0.152976,0.351977,0.282339,1.056284,1.607644,1.428675,0.494616,2.015021,0.344246,0.320331,0.327374
"ENSOMYG00000010936","qtrt2",3.619273,4.444708,5.50237,3.864929,4.271722,5.092417,8.871248,10.28199,6.190363,13.033965,13.71801,23,25.187994,31.825829,19.1406,11.860189,11.639547
"ENSOMYG00000010938","isca2",47.617012,33.180431,55.893806,38.986233,39.46706,37.925762,46.014259,49.254177,41.052113,24.247787,17.591938,45.829891,48.333332,48.063915,21.723698,20.679449,17.454277
"ENSOMYG00000010939","",7.671255,0.635558,1.965469,8.374008,1.838544,2.766216,16.868176,2.325245,1.615959,0,0.124125,0,0,0.098927,0.310313,0.113859,0
"ENSOMYG00000010949","gng12a",4.614746,3.010384,4.943925,3.694704,4.114746,4.067497,2.986501,4.818276,3.54621,8.584631,8.523364,17.660437,17.893044,17.682243,9.42108,12.452752,13.300623
"ENSOMYG00000010950","nipal3",0.516323,0.432938,1.184403,1.446128,0.427518,0.328145,0.997865,0.811394,0.54761,0.823582,1.543914,1.805888,0.22415,1.470269,0.793711,0.651766,1.099656
"ENSOMYG00000010951","npc2",62.798763,47.582523,60.300087,49.682259,46.427185,50.290916,88.565315,63.120476,57.460281,160.84996,185.303619,231.125336,282.354797,281.820374,201.516327,236.612976,210.87114
"ENSOMYG00000010956","cracd",2.649501,2.65387,3.344881,2.137953,2.456617,2.585206,1.848003,3.629214,1.985643,0,0,0,0,0,0,0,0.079276
"ENSOMYG00000010958","zdhhc3b",4.6234,6.470749,7.328154,5.392139,6.390311,6.025594,5.690128,4.933272,4.680073,2.503656,3.324497,5.801645,4.154479,4.147166,2.065814,1.938757,2.767824
"ENSOMYG00000010960","",0.245856,0.762431,0.264273,0,0,0.233886,0.775322,0,0,0,0.952118,0.547882,0.966851,1.200737,0,1.209024,0.888582
"ENSOMYG00000010962","",0,0,0.109388,0.37259,0,0,0.291282,0,0,0.708131,0,1.422045,1.9409,2.644174,0.685666,1.100168,0.920788
"ENSOMYG00000010964","h6pd",1.545133,0.577119,3.090659,0.864992,13.788069,1.656201,2.333987,11.39011,9.932496,549.321228,444.534943,1068.016846,1487.915283,1417.373657,716.019653,573.444641,531.322021
"ENSOMYG00000010965","gadd45aa",0,0,1.172365,0,0.954416,1.240741,0.564103,0.736467,0.830484,0.951567,2.552706,3.676638,7.635328,4.383191,1.139601,5.732194,2.236467
"ENSOMYG00000010971","cavin1a",85.248024,60.789742,67.89769,54.299606,53.819618,46.56229,88.993515,83.697014,53.894588,0,0,0,0.285231,0,0,0,0
"ENSOMYG00000010975","zgc:110843",502.272736,445.722717,574.396973,352.339386,462.593933,415.654541,516.469727,560.106079,502.19696,15.287879,21.939396,28.387878,26.181818,28.19697,29.957575,12.615151,14.536364
"ENSOMYG00000010977","rbp7b",0.359688,0.307616,0.457442,0.581467,2.835689,0.522973,0.447749,1.069354,0.265801,0.855442,0.664325,3.073057,3.518587,60.771397,1.165313,0.835374,1.780053
"ENSOMYG00000010989","",0.269136,0,0.628395,0,0.132099,0.381481,0.201235,0.4,0.187654,0.103704,0,0.508642,0,1.491358,0,0.559259,0.402469
"ENSOMYG00000010992","TIAM2",0.426128,0.388302,0.465403,0.207035,0.445563,0.104527,0.20495,1.408177,0.249905,0.178648,0,0.6862,0.788942,0.422858,0.064668,0.193843,0.240267
"ENSOMYG00000010993","ythdf3",0.17871,0.262965,0.244869,0.088276,0.271218,0.121016,0.182984,0.19798,0.417518,0.38057,0.144377,0,0.870945,0.130966,0.021681,0,0
"ENSOMYG00000010996","tardbpb",15.670426,16.616373,16.897072,16.209671,15.656908,16.823721,20.455919,23.661182,14.346995,0,0,0,0,14.518124,0,0,0
"ENSOMYG00000011005","dla",0.458598,0.208892,0.85156,0.924954,1.360652,0.387893,2.93399,3.157303,1.870979,0,0.147413,0.33958,0.738741,0.330909,0.239441,0.17986,0.266014
"ENSOMYG00000011016","abhd10b",13.290805,15.396552,18.124138,11.332184,13.649426,11.644828,20.696552,17.664942,10.847126,16.918966,15.187356,29.639656,28.733334,38.328735,17.042528,19.248276,14.734483
"ENSOMYG00000011021","",0.302832,0.702538,1.088362,0.980628,1.621086,1.124507,2.718653,3.431933,1.62781,0.713534,0,0.404113,0.560019,0.337159,0.810617,0.453372,0.044955
"ENSOMYG00000011029","",19.693033,15.551369,3.13554,0.291328,13.883513,4.73422,11.200788,26.545246,1.359476,0.300851,0.548723,0.532061,0,1.092117,0,0.330828,0
"ENSOMYG00000011034","",0.59312,1.672598,0.610913,0.71293,4.04745,3.015421,2.467378,2.190984,1.575326,5.383155,3.884935,7.461447,11.877817,9.864769,5.883749,5.54567,2.086596
"ENSOMYG00000011042","gnb1b",16.182348,11.278382,17.475895,10.447512,12.36353,8.969479,13.398911,19.245724,8.267885,20.991446,17.932737,27.059875,36.074066,30.526438,19.67535,16.470062,17.765553
"ENSOMYG00000011044","ppat",2.501263,3.610409,2.869126,2.219303,2.80192,2.612431,6.726124,3.976756,3.361294,22.930773,19.891865,54.272614,68.517937,69.365578,39.579334,38.221409,35.462357
"ENSOMYG00000011046","",32.926281,24.932692,29.205128,19.560898,15.676282,12.846154,34.176281,30.163462,27.878204,24.201923,12.884615,6.926282,18.737179,20.371796,39.070515,26.464743,28.817308
"ENSOMYG00000011047","",0.025344,0.020661,0,0,0.238981,0.037741,0.267354,0,0.206612,0.206612,0.09628,0.253995,0.367079,0.725414,0.174311,0.158642,0.033196
"ENSOMYG00000011048","SLC25A47",0.574439,1.144642,11.859404,0.636895,0.320927,0.308137,0.79553,1.047079,0,0,0,0.499031,0,0.280072,0.615412,1.311172,0
"ENSOMYG00000011052","",0,0,1.585227,2.083333,0.8125,0.579545,3.202652,1.032197,0.462121,3.763257,4.609848,4.86553,5.183712,6.24053,2.537879,1.636364,1.342803
"ENSOMYG00000011058","",1.165483,0.450898,1.160886,0.768074,1.18972,0.852904,1.427915,1.07898,1.116172,0,0.216883,1.676975,0.414125,0.916423,0.539908,0.180527,0.185123
"ENSOMYG00000011059","",5.96875,2,4,0,9.796875,3.46875,1.796875,7.859375,1.265625,0,0,0.671875,3,10.75,0,2.15625,0
"ENSOMYG00000011061","rmi1",2.306656,1.538284,2.409773,1.091574,2.217776,1.933821,1.925741,1.489804,1.575221,0.791458,1.377068,2.549442,1.080031,2.912274,2.729127,1.491728,1.445171
"ENSOMYG00000011062","",10.93662,8.907277,10.052817,13.058685,9.174883,13.334507,10.788733,16.210094,14.035212,10.487089,5.653756,26.019953,25.935446,25.810835,12.232394,23.320423,13.697183
"ENSOMYG00000011074","",4.394991,4.278411,3.641105,2.170639,2.210535,2.678238,4.441278,7.170121,3.390156,2.310708,2.569948,2.887047,3.370121,4.374784,4.017962,2.050605,2.264249
"ENSOMYG00000011079","WARS1",43.555557,53.478474,50.597916,42.472221,71.490974,48.184029,59.732292,54.240971,66.737846,12.837152,19.513542,51.78368,42.052082,51.39896,41.804165,24.088541,29.938194
"ENSOMYG00000011089","si:ch211-161c3.5",2.319022,1.862616,3.615588,5.278071,4.989432,3.636063,4.136064,5.162484,2.508586,0.42074,0,0.222589,0,0.904227,0,0,0
"ENSOMYG00000011098","GET3",23.40983,16.573893,19.722006,16.331381,15.635417,18.786459,19.076172,19.290854,16.645634,11.395833,13.201276,17.480469,19.136719,15.518555,15.287435,16.491537,12.730794
"ENSOMYG00000011102","senp5",3.73913,4.388517,5.123746,3.172798,3.768673,4.78874,5.117614,3.115942,2.586678,6.549331,4.725752,6.254738,8.499443,7.494983,4.879041,5.896879,4.598105
"ENSOMYG00000011105","",2,0,0.202532,0,1.405063,0,0.531646,1,0,0.810127,0,0,2.556962,2.493671,0.835443,0,2.56962
"ENSOMYG00000011107","",0,1,0,1,0,1,0.666667,0,3.56,2,1,5.666667,8,0.693333,0,1,0
"ENSOMYG00000011110","",0.75,1.671053,2.592105,1,0,2,1.513158,0.486842,1.565789,0.671053,0,0.736842,1.644737,2.513158,0.671053,1.355263,0
"ENSOMYG00000011116","socs1b",2.002773,5.492713,3.796091,1.798732,1.614105,1.235737,4.604596,2.730586,1.860143,1.131537,0.992076,1.265215,1.713154,4.524564,1.710777,2.012282,1.428685
"ENSOMYG00000011119","camlg",8.109397,6.582047,10.734455,6.423095,7.647966,6.483404,8.586255,9.874708,7.785881,4.872838,3.769051,10.546517,8.308088,10.220197,1.755961,1.953249,2.248714
"ENSOMYG00000011123","",1.87916,5.396352,4.087426,1.798732,1.614105,1.235737,3.894612,2.723455,1.879952,1.131537,0.992076,1.205468,1.61252,3.839144,1.710777,1.811014,1.343106
"ENSOMYG00000011131","",0.230619,0,0,0,0,0.395581,0.247068,0,0,0,0.256406,2.357957,0.413638,1.249077,1.86632,0.697878,0.134587
"ENSOMYG00000011138","brat1",0.683135,0.652705,0.793865,0.521858,0.756817,0.546384,0.757265,0.898086,0.673677,0.045199,0.429351,1.180942,1.423117,2.189261,0.333614,0.585329,0.459216
"ENSOMYG00000011148","",0.761177,0.422507,0,0,0,2.006596,2.067152,1.433715,1.605577,0,0,0.465216,0.852805,0.689684,0,0.850314,1.538825
"ENSOMYG00000011149","",0.234011,0,0.707405,1.769453,0.363838,0.325579,2.946733,0.941885,0,0.629381,0,3.930963,2.46567,3.833255,4.166242,2.350286,1.775007
"ENSOMYG00000011152","",14.104794,12.785714,58.405544,1.826128,673.890991,2.856673,33.082001,660.458618,666.863708,16235.8125,17193.931641,20281.890625,22956.191406,23679.613281,17177.900391,16140.052734,14420.479492
"ENSOMYG00000011163","",0.935135,0,0.438438,0.581381,0,0.358559,5.05045,0.230631,0.247448,1.601201,2.71051,0,0,0,3.881682,4.492493,0
"ENSOMYG00000011168","mrpl34",5.239362,3.765957,5.324468,5.682624,4.980496,4.893617,7.978724,5.33156,7.503546,6.409575,3.925532,7.886525,12.661347,12.491135,11.248226,10.202127,10.753546
"ENSOMYG00000011170","",0,0,0,0,0.145029,0,0,0.548538,0,11.958526,7.170034,22.080702,28.297474,24.081905,10.477193,7.999251,6.170431
"ENSOMYG00000011171","brd8b",14.22679,4.348664,11.455296,3.006575,12.161569,11.99267,15.527081,13.144239,3.572433,0.515026,1.231962,0.474855,0.803381,0.886967,1.030339,0.300295,0.838139
"ENSOMYG00000011173","",19.940184,16.323738,22.242046,17.137951,21.066553,20.767601,22.946974,25.601603,23.087578,2.823125,4.242129,6.10933,6.03549,6.115836,2.441328,3.229536,2.165426
"ENSOMYG00000011174","DDA1",15.992948,6.928068,14.382229,11.30536,11.017631,14.679831,15.442877,15.411848,10.928068,13.985895,11.582511,18.534555,11.413259,14.566996,11.196051,13.277856,12.660085
"ENSOMYG00000011179","JUNB",21.194527,9.248756,14.307463,12.885572,14.374129,10.225373,28.971642,13.852736,6.19204,49.311939,19.991543,105.632339,87.676117,120.626869,37.53632,48.414425,45.321392
"ENSOMYG00000011181","abhd14b",7.455189,4.211085,8.75,8.724056,8.753538,4.768868,14.182783,6.511793,7.347878,14.777122,12.284198,55.128536,52.627396,60.511791,26.522406,27.654486,20.254717
"ENSOMYG00000011193","",0,0,0,0,0.751433,0.18218,0.308582,12.55676,1.105637,14.345466,15.521978,1376.968628,2440.465332,10.880591,16.416668,1099.197144,1015.512451
"ENSOMYG00000011196","",1.042692,1.480624,1.81444,1.238141,2.160355,1.326178,1.927078,1.667712,1.032883,0.962454,1.107051,5.079675,6.438736,7.075213,2.17141,0.966233,1.138527
"ENSOMYG00000011198","",3.932652,2.442189,3.998837,3.214328,3.505033,3.237515,3.231003,2.782712,2.654089,2.890085,1.527235,3.378186,5.562222,5.837922,2.368265,2.01358,2.058613
"ENSOMYG00000011211","RPS2",2057.567627,578.627502,874.564758,945.483276,1911.473267,1439.225952,2524.601807,563.484863,1616.328247,2069.18457,1405.60022,2536.936035,3542.748535,4745.140137,2318.428223,1560.320679,1393.936279
"ENSOMYG00000011212","",1.067935,0.163949,0.621679,0.333635,0.164251,0.169384,1.443388,1.051781,0.248037,0.4375,0.217089,0.491546,0.696709,0.844052,0.977053,0.18599,0.596165
"ENSOMYG00000011213","mylk5",0.7621,1.2212,1.622359,1.118609,1.396387,1.657805,1.551806,2.380709,1.358896,2.087602,2.236367,4.749148,5.869462,7.284595,1.581118,2.630143,2.052263
"ENSOMYG00000011216","",0.948387,1.029391,0.617921,1.471685,1.110394,1.025806,2.573477,0.882437,0.939785,1.673118,0.729749,3.010753,2.836559,2.512545,0.861649,0.768459,0.394982
"ENSOMYG00000011226","",311.630005,274.078339,314.33667,296.936676,363.598328,261.481659,354.674988,332.843323,322.170013,72.323334,84.239998,128.708328,167.001663,158.506668,97.033333,118.583336,91.096664
"ENSOMYG00000011230","zgc:153240",0.96695,1.942399,1.087347,0.459396,1.6178,0.970255,2.762984,1.293673,1.140699,5.131256,4.078376,9.589471,7.998276,8.208923,5.527384,5.796978,4.532578
"ENSOMYG00000011235","",0,0,0.771257,0,1.526802,0,0,2.632625,1.834103,73.843346,103.922829,143.173065,126.435303,87.544365,75.109291,80.578323,67.551758
"ENSOMYG00000011239","",0,0.013993,0.083333,0.005916,0.068032,0.009329,0.06587,0,0.008305,0,0,0.465305,0.326451,0.173464,0,0,0
"ENSOMYG00000011242","cacna2d2a",0.566376,0.164906,0.661001,0,0.317869,0.364722,0.343133,0.234267,0.132751,0.116674,0.54249,0.376206,1.516307,1.638034,0.447405,0.92972,0.13413
"ENSOMYG00000011243","",0.732494,0.099921,0.734068,0.528718,0.103068,0.461054,1.378442,0.562156,0.548387,0.323367,0.870181,1.70299,0.606216,2.119591,0.785995,0.386703,0
"ENSOMYG00000011250","",1.405428,3.480754,3.058548,2.300138,2.90752,5.095147,8.975625,2.356015,1.408031,1.881402,3.674229,7.202116,5.659832,7.425186,3.238573,3.992802,2.69176
"ENSOMYG00000011252","si:ch211-74f19.2",1.646994,0.868174,2.134583,0.85273,2.756205,2.013238,3.76503,1.063431,0.993381,0.153889,0.861004,1.09294,0.489244,0.559846,0.936569,0,0.365692
"ENSOMYG00000011270","",1.052554,1.366395,6.108068,0.206514,60.394894,0,5.341228,47.866394,64.265732,1828.427124,1765.009399,2611.347412,2683.708984,2550.649414,1902.643921,1714.712769,1562.521484
"ENSOMYG00000011284","fzd2",2.458855,3.886106,3.099284,2.59362,4.324985,4.21944,2.886703,4.142517,3.285331,0.610316,1.723614,2.595408,2.529517,3.287716,0.589147,1.297799,0.573942
"ENSOMYG00000011285","tecra",216.783142,143.237732,220.200699,165.060089,109.483635,128.568741,172.413666,242.46051,160.287445,0,0.222586,0,0,0,0,0,0
"ENSOMYG00000011286","eif4ea",16.340425,20.309219,15.440426,21.585106,13.870922,13.302128,32.582977,18.915604,18.564539,2.356028,11.533334,7.058156,8.975178,7.258156,9.560284,10.324822,4.726241
"ENSOMYG00000011292","dusp28",2.185629,2.153693,1.407186,0,1.417166,0,4.772455,0.922156,1.429142,0.528942,0,0.698603,0,0,0,0,0.726547
"ENSOMYG00000011297","",50.113014,61.593563,69.252663,21.566235,17.893469,26.723022,11.025012,12.576887,9.662576,2.576193,1.809634,6.32654,6.993052,7.352478,2.552108,4.005558,1.688745
"ENSOMYG00000011300","",0.090853,0,0.120933,0,1.205034,0.120933,0.184162,0.612646,0.899325,28.953957,23.296501,30.290976,45.659916,38.222836,32.631062,28.841007,27.058931
"ENSOMYG00000011301","dedd",5.098024,3.759119,6.18655,3.545593,5.6269,4.202127,7.076368,5.805471,3.057751,9.169453,5.691489,18.589666,20.680851,17.410334,10.393237,8.736322,6.05927
"ENSOMYG00000011302","PCBD2",28.266401,30.414513,42.89463,31.04175,26.789265,28.775349,35.587475,39.452286,35.584492,28.955269,30.994036,53.497017,37.401592,40.803181,30.274353,40.866798,33.156063
"ENSOMYG00000011305","gipc1",2.220414,1.693294,0,1.031065,1.136588,1.522682,2.602564,0.691749,0.884615,1.442308,0.496055,1.423077,1.741617,0.558185,2.117357,0.829882,0.645957
"ENSOMYG00000011306","csrnp1a",0.208199,0.466214,0.108085,0.23275,0.134117,0.196198,0.196628,0.074635,0.228623,0,0,0,0,0.102527,0,0,0
"ENSOMYG00000011309","ccdc43",37.715775,45.671131,34.826637,37.920387,29.745535,24.605656,36.721725,49.251488,28.140625,0.571429,1.744048,3.370536,5.382441,12.419642,3.860119,4.928571,4.285714
"ENSOMYG00000011316","",9.843893,8.879706,11.157024,7.043618,9.069329,10.086318,11.410468,10.43572,7.906336,7.701561,5.694215,13.80854,14.929293,13.937557,9.051423,9.177227,8.917814
"ENSOMYG00000011320","si:ch211-131k2.2",0,0.654589,0.707729,0.630435,0.480676,0.608696,1.125604,3.384058,0,0,0,0.81401,0,0,0.425121,0.89372,0
"ENSOMYG00000011323","lipt1",0.098246,0.22807,0.82193,1.089474,1.659649,0.5,1.792105,1.925439,1.064035,0,0.494737,1.610526,2.514035,1.561404,1.79386,0.570175,1.544737
"ENSOMYG00000011330","",25.855824,3.357244,8.204901,9.723367,7.662642,4.642045,42.207386,6.112216,5.933949,0,0.277699,0.15696,0,0,0.556108,0,0
"ENSOMYG00000011340","",11.934588,0.548067,2.815659,7.823588,1.964321,3.846383,28.228939,3.075322,1.896928,0.47671,0.639247,0,0,0,1.246779,0.225966,0
"ENSOMYG00000011341","",38.653873,24.627539,34.001881,25.619263,27.439428,27.212189,34.576374,32.403687,28.325056,11.822423,11.965387,21.093304,19.73815,22.905191,14.57863,13.403311,15.571106
"ENSOMYG00000011345","dlx3b",3.819682,1.012225,2.751223,3.338631,0.790954,0.82335,3.635697,4.38753,1.180318,0,0,0,0,0,0.350244,0.182152,0
"ENSOMYG00000011346","ramp2",28.065166,18.153595,31.631104,18.573818,22.810074,17.095924,21.502884,26.677048,23.128605,6.373318,4.000769,9.62476,9.427527,7.127643,4.642061,4.97847,5.035371
"ENSOMYG00000011347","gorasp1a",4.35409,4.799349,4.604395,3.135735,3.193732,3.678877,6.331095,4.495727,2.765161,9.887872,6.028083,13.486365,17.706757,21.852055,8.299146,7.158934,6.450956
"ENSOMYG00000011352","",6.717356,6.745298,9.463192,5.792584,5.69022,4.468028,8.161472,5.446534,3.77539,6.484685,10.109618,23.838259,23.961311,26.736164,10.910263,12.536271,8.152069
"ENSOMYG00000011353","",0.788526,0.617412,0.880921,1.090727,0.796197,0.291194,1.995997,0.492328,0.359573,0.712475,0.9503,1.136091,0.927952,0.486991,0.339893,0.527018,0.444296
"ENSOMYG00000011354","WASF1",0.796002,0.621987,0.563786,0.563639,0.803939,0.713845,0.791593,0.475015,0.50823,0,0,0.095238,0,0,0,0,0
"ENSOMYG00000011356","fam210b",31.629768,26.335079,37.391922,21.18549,30.637995,23.234854,26.4181,27.293941,28.773373,46.786087,49.296185,69.385941,72.280479,83.115929,50.595364,47.285713,48.712044
"ENSOMYG00000011359","fbxw9",1.177637,1.672377,2.637211,1.582958,1.495792,1.385332,2.722272,1.699729,1.842952,2.077547,1.693868,3.681094,3.692065,2.975503,1.997746,2.281635,1.3685
"ENSOMYG00000011362","",1.728363,1.779244,2.447934,1.474528,1.799249,1.450039,1.628901,2.201642,1.952222,1.90578,2.813963,2.748558,2.704088,2.313046,2.253575,0.88945,1.85795
"ENSOMYG00000011364","",4.618367,1.27551,1.031633,5.17551,2.640816,3.22449,23.841837,2.885714,0.371429,0,0,0,1.04898,0,0,0.473469,0.45102
"ENSOMYG00000011365","",0.637592,0.540562,0.353106,0.200657,0.485818,0.071984,0.561121,0.305267,0.234476,0.281028,0,0.260824,0.198895,0.848899,0,0.174114,0.006289
"ENSOMYG00000011370","",0.170406,0.837073,0.278846,0.225694,0,0,0.805021,0.150641,0,0.121261,0,0,0.30609,0.715278,0.319444,0,0.550214
"ENSOMYG00000011371","",100080.09375,153983.671875,128318.867188,130093.570312,149902.6875,151142.4375,204302.875,144795.8125,221788.5,1.699602,4.023873,0,0,0,5.866048,2.050398,0.513926
"ENSOMYG00000011372","",12.151568,12.099303,15.085366,9.728223,8.600174,9.850174,11.775261,12.277003,9.709059,6.818815,7.813589,16.324913,11.189896,15.191638,9.75784,5.789198,9.418118
"ENSOMYG00000011376","ZNF654",6.117185,5.360843,6.857092,3.739907,4.070025,4.211862,6.399071,5.09682,4.264738,4.697392,3.974277,8.626653,6.921758,8.145409,4.999643,2.800286,3.920686
"ENSOMYG00000011390","vps28",29.461012,24.359325,29.881454,25.955215,29.019053,34.119598,42.303478,36.764488,31.078505,7.325606,3.47313,7.484721,10.5353,8.05901,6.724974,5.440464,6.469968
"ENSOMYG00000011391","dhps",0.199149,0.326429,0.849293,0.443824,0.92758,0.166964,0.196181,0,0.507411,0,0.221082,1.149937,0.676802,1.096957,0.114588,0.353434,0
"ENSOMYG00000011396","",39.862144,25.823275,44.496674,33.247585,32.002777,37.776798,48.224167,51.348827,44.428257,30.236601,29.71125,36.35828,40.899445,36.319412,32.224529,43.379284,27.642805
"ENSOMYG00000011397","tm4sf4",0,0,0,0,0.195507,0,0.068513,0,0.069212,0.491988,0.234411,1.131023,0.780106,0.387413,0.151357,0.636123,0.404228
"ENSOMYG00000011398","wwtr1",30.25165,31.542492,30.085396,19.799505,23.10396,21.079208,43.395214,28.372938,18.135727,21.103136,22.226072,37.700081,47.244843,55.709984,28.965637,26.522278,22.10066
"ENSOMYG00000011401","",26.279793,17.035406,20.849741,25.279793,18.595856,28.250431,25.262522,21.487047,16.886011,8.12608,13.350604,14.208117,16.752159,22.435234,10.220207,7.079447,7.048359
"ENSOMYG00000011404","",2.386489,4.373939,5.092654,4.929389,3.916944,2.57955,3.657069,4.878922,3.737172,1.837209,0.653747,2.961609,2.505352,3.653931,1.096346,0.69546,0.837948
"ENSOMYG00000011406","ndufb11",58.316093,54.247604,70.890808,50.727013,76.760536,57.264366,82.056038,74.384575,72.062263,27.012451,25.537355,48.448277,51.339558,49.420021,27.545977,34.034004,28.649426
"ENSOMYG00000011408","",0,0.410714,2.809524,0,36.060268,0,0.938988,33.875744,33.354168,1073.789062,963.020081,912.365356,1398.342407,1245.819214,1270.0979,1038.934937,938.896179
"ENSOMYG00000011417","",0.970499,1.113589,0.338211,0.732637,1.020209,0.573751,1.205343,0.499884,0.555401,2.736353,2.387456,3.847851,3.932636,4.849477,2.705226,4.009524,2.627178
"ENSOMYG00000011418","TMEM60",6.679104,2.312189,7.973881,3.497512,3.643035,7.062189,11.028607,10.691543,8.075871,8.060945,5.838308,10.807214,7.967662,11.210199,7.21393,11.042289,5.863184
"ENSOMYG00000011423","",0.055928,0,0.043847,0.059905,0.055928,0,0,0.597315,0.022373,0.187919,0.257718,1.381805,0.729604,0.69359,0.239374,0,0
"ENSOMYG00000011424","si:zfos-323e3.4",0.149619,0.126396,0.235787,0.220305,0.349873,0.293655,0.624873,0.256345,0.210152,3.064721,1.680457,6.778553,5.710025,9.466371,2.651269,3.231599,2.697843
"ENSOMYG00000011436","",11.635982,17.521214,12.905927,18.874886,15.800722,11.527755,13.871927,10.225303,10.74131,5.609003,2.532378,2.088502,13.7041,10.487254,0.515438,1.299682,2.083108
"ENSOMYG00000011440","sft2d3",5.36,6.017778,9.557037,5.118518,7.737778,10.672592,12.05037,8.327408,6.832592,14.954074,15.191112,26.540741,22.696297,35.011852,20.173334,20.25926,20.382223
"ENSOMYG00000011446","",0.748438,0.705729,0,1.373958,0.847396,0.256771,2.791146,0,0,0,0,0.063542,0.465625,0.333854,0,0,0.445833
"ENSOMYG00000011449","",3.251403,1.870932,3.443322,3.823793,2.244669,2.270483,2.888889,6.493827,2.207632,1.546577,0.323232,4.18743,1.30303,1.565657,1.002245,0.599327,0.794613
"ENSOMYG00000011453","",6.097957,4.489322,9.131847,7.281801,6.920613,4.725627,8.155989,6.344011,5.009749,6.156453,5.388579,10.233055,8.834262,11.162488,7.566388,5.932683,5.07428
"ENSOMYG00000011461","",0.333423,0,0.300518,0.429093,0.43989,0,0,0,0,0.162734,0.442025,0.393075,0.557146,0,0,0.429708,10.722581
"ENSOMYG00000011462","",0.43754,0,0.250478,0.159656,0.065488,0.12731,0.543021,0,0,0.047801,0.283779,0.310707,0.113926,0.143244,0.081103,0.12269,0
"ENSOMYG00000011469","mrpl42",20.08672,10.621832,17.479532,17.264133,13.208577,15.061463,21.111111,22.369837,16.482437,4.166089,10.161732,7.291194,21.131712,11.989388,11.561403,16.456141,11.570175
"ENSOMYG00000011473","suv39h1b",0.36755,0.210817,0,0.331126,0,0,0.448124,0,0,0,0.794702,1.092715,0.654525,1.261589,0.345475,0.214128,0
"ENSOMYG00000011475","",26.38312,20.567116,32.59914,24.399071,21.106016,24.656796,27.176395,31.903576,25.829042,7.979113,8.057224,11.202861,13.625322,13.334477,7.142346,8.736624,8.093562
"ENSOMYG00000011480","",0.477545,0.205254,0.127534,0,0.16525,0.082952,0.54818,0.224112,0.131676,0.577502,0.18051,0.783605,1.308262,0.536844,0.399172,0.265751,0.135274
"ENSOMYG00000011481","",0,0,0.44154,0,0.712228,0.467725,1201.970093,0.247439,0.145462,20.501465,0,0.686001,0.933114,0,0,0.265809,0
