"Gene_ID","Gene_Symbol","SRR27553658","SRR27553659","SRR27553660","SRR27553661","SRR27553662","SRR27553663","SRR27553664","SRR27553665","SRR27553666","SRR25482874","SRR25482875","SRR25482876","SRR25482877","SRR25482878","SRR25482879","SRR25482880","SRR25482881"
"ENSOMYG00000000043","RHOB",34.714043,34.90863,37.917091,27.362099,31.791878,30.428087,32.131981,35.734348,30.275805,20.137056,13.972927,41.351944,33.135361,44.900169,15.282572,21.654821,18.534687
"ENSOMYG00000000046","",1.813333,1.757333,5.208,3.24,4.154667,4.654667,5.274667,8.114666,6.046667,2.58,0.213333,0.672,1.230667,1.132,1.034667,0.969333,0.398667
"ENSOMYG00000000049","rcn2",9.931404,7.233655,7.659164,7.696141,5.132905,7.036442,10.819936,10.413719,3.868167,18.944265,17.235798,29.978563,37.89764,30.428724,15.580922,28.1388,21.538586
"ENSOMYG00000000050","NAIF1",3.601796,6.47006,4.900199,5.344311,2.969062,3.878243,6.382236,6.298403,4.087824,1.268463,0.969062,2.97505,1.006986,0.927146,0,1.341317,0.833333
"ENSOMYG00000000053","",1.613716,1.916377,2.664352,1.950955,3.767578,1.589526,2.949267,2.890191,2.122685,1.023727,0.873553,2.012442,1.96875,3.581597,0.896991,1.413773,0.644676
"ENSOMYG00000000068","",0,0.033693,0.072477,0,0,0,0,0.193172,0,0.254447,0.133872,0.036658,0.024483,0.216532,0.150494,0.064241,0.084456
"ENSOMYG00000000074","mier2",0.727163,1.175439,1.395644,0.748336,2.152148,0.395039,1.569873,1.139141,1.318209,0.630974,1.178463,3.388385,3.831216,3.22807,2.46098,1.295826,1.5366
"ENSOMYG00000000082","RSBN1L",3.827376,4.360765,3.539207,3.080355,3.047936,2.894985,3.419784,3.105015,1.6312,1.676088,1.897479,2.614021,4.098919,3.406484,2.423663,1.123303,1.494597
"ENSOMYG00000000083","",6.56699,5.794898,5.217075,4.285348,4.629133,4.730473,5.336944,7.441277,5.382982,2.007127,1.720924,6.121294,3.931585,6.409635,0.947834,1.951254,2.472492
"ENSOMYG00000000087","PSTPIP1",5.095523,1.368505,3.7498,1.694644,2.185452,2.288569,7.019584,2.742606,2.417266,1.230216,1.335731,2.283773,2.852918,5.609912,2.19984,3.396483,5.080336
"ENSOMYG00000000088","safb",0.085056,0.155476,0.081336,0.143736,0.123969,0.102211,0.065883,0.053871,0.088405,0.197332,0.066402,0.172204,0.188855,0.315395,0.083916,0.113208,0.073199
"ENSOMYG00000000090","",1.279128,0.889199,1.646871,0.995749,0.544174,0.696559,1.15451,0.931048,0.943537,0,0,0.037332,0,0,0,0,0
"ENSOMYG00000000092","",2.858855,2.290811,2.971342,1.307331,1.32611,1.119001,1.598196,1.828256,1.528694,1.10137,0.58005,1.435801,0.977273,0.715268,0.992435,1.136008,0.795062
"ENSOMYG00000000093","",28.293625,25.662193,34.35878,20.890659,23.572706,21.410515,38.063198,27.501398,23.022371,26.944632,23.228746,33.383389,36.54586,33.125839,34.160236,28.912752,25.835011
"ENSOMYG00000000100","TMEM60",0.343915,1.417989,2.103175,1.346561,2.9709,0.269841,1.584656,0.830688,0.756614,1.531746,0.886243,1.5,2.78836,6.719577,3.76455,0,1.47619
"ENSOMYG00000000101","",1.612315,3.180297,1.219435,1.544412,1.023661,1.263246,2.003578,1.831653,1.719559,1.131024,1.32497,3.133341,2.626055,1.915373,0.389247,1.464755,1.460573
"ENSOMYG00000000105","SENP6",14.37042,12.601621,13.897746,0,0,11.349441,14.560371,13.134789,11.707071,0.011714,0,0.040232,0.046884,20.346563,0.038129,0,2.051144
"ENSOMYG00000000109","",2.84748,3.351459,10.213528,5.474138,4.602122,5.998674,10.127321,9.877984,10.995358,0.964191,2.14191,5.388594,5.144065,7.772546,0.462865,3.03183,2.210875
"ENSOMYG00000000110","",1.388294,1.43576,1.115275,1.249108,0.467523,1.206995,0.552819,1.799072,0.549251,2.095289,1.250535,3.149893,4.394718,4.818701,1.356174,2.518558,2.331192
"ENSOMYG00000000114","dynlt2b",3.281581,1.927676,3.529412,2.693346,4.465766,3.442623,4.22758,1.897782,2.597878,1.372228,2.85053,3.625844,3.711668,4.690453,1.530376,2.649952,4.614272
"ENSOMYG00000000121","mcl1b",76.126312,59.320175,91.195618,62.989475,70.806137,69.71579,102.922806,73.60614,50.928993,60.483334,57.884209,134.863159,122.81842,122.941231,77.154388,85.629822,72.031578
"ENSOMYG00000000133","tpi1b",10908.210938,18948.984375,14942.240234,17099.4375,19025.064453,18766.601562,25860.763672,17613.347656,27487.408203,138.495819,122.521523,82.409714,73.193222,71.259621,54.205677,55.008701,48.50243
"ENSOMYG00000000138","ga45b",52.452198,38.189114,49.987438,41.233776,45.61898,52.79414,24.205862,22.441032,22.559666,2.593859,1.577809,3.050244,2.021633,4.353803,1.566643,1.59665,1.386602
"ENSOMYG00000000143","",2.340984,0.702459,3.004918,2.676229,1.618033,2.668033,5.468033,0.559016,1.463115,5.422951,6.87459,0.965574,2.145902,1.79918,12.57295,7.809016,2.204918
"ENSOMYG00000000149","",0,0,0,0,1.091882,0,0,2.708296,2.940232,1.961641,5.94826,43.63604,60.948261,95.688667,151.745758,236.431305,203.027649
"ENSOMYG00000000150","prr5a",0,0.897325,0.300327,0.643262,0.918091,0,0,0.685081,0,1.234772,1.195894,1.509408,0,2.239184,1.187096,0.746663,0.686497
"ENSOMYG00000000153","CYB5R4",0.601953,0.833151,0.970012,0.471381,0.635039,1.060575,0.391197,0.492199,0.303613,0,0.136056,0.83725,0.77884,2.040631,0.200479,0.898838,0.614558
"ENSOMYG00000000154","calhm6",1.132224,1.782089,2.930489,2.39753,2.609436,3.332524,3.688092,2.622445,2.593022,0,0.941003,1.153884,0.996067,1.860866,0,1.122308,0
"ENSOMYG00000000157","",3.005655,2.98341,7.276737,6.595167,3.996646,5.570164,6.220748,5.489213,3.123991,0,0,0,0.794585,0.340801,0,1.173881,0
"ENSOMYG00000000162","",1.559322,1.625706,3.471751,1.564972,1.433616,1.259887,2.463277,1.987288,1.437853,0.747175,2.292373,3.887006,5.285311,6.456215,3.629944,1.988701,2.757062
"ENSOMYG00000000165","XK",0,0.587866,0.566946,0.395397,0.743375,2.334031,2.385635,0.1841,1.218968,1.782427,1.062762,8.640167,5.451883,7.356346,3.058577,2.324965,2.437238
"ENSOMYG00000000167","",2.310448,2.410448,3.434328,4.597015,3.961194,1.108955,11.883582,0.592537,2.870149,9.110448,13.898507,3.956716,1.604478,1.540298,15.895522,11.004478,2.01791
"ENSOMYG00000000168","",31.138191,34.214405,59.24958,25.564489,33.247902,38.180904,32.180904,42.122276,41.497486,0.180905,0,0,0,0,0,0,0
"ENSOMYG00000000169","dedd1",2.644818,3.180691,3.114703,4.565102,3.857839,2.951284,5.868025,4.292294,1.404783,4.912312,2.580159,8.767936,9.651018,7.23915,3.175376,4.075288,3.295837
"ENSOMYG00000000178","",0.636169,0.160472,0,1.309149,0.178699,0.201215,1.65654,0.19228,0.199071,0,0,0,0.08935,0.087205,0,0,0
"ENSOMYG00000000179","",0.234397,0.098227,0.297518,0.93617,0.188652,0.424113,1.926241,0.412057,0.265603,0,0,0,0.076596,0.315957,0,0.061348,0.396454
"ENSOMYG00000000180","",0.043988,0,0.176979,0.171408,0.167302,0.020088,0.492962,0.117742,0.193695,0.149413,0.197507,0.125073,0.210557,0.36173,0.227273,0.057625,0.042229
"ENSOMYG00000000182","",0.701643,1.199029,1.824122,0.26475,1.496639,1.311053,1.11053,1.194548,1.522405,0.463032,1.430172,2.771845,3.320762,4.862211,1.15758,1.413742,0.440627
"ENSOMYG00000000186","wnk1a",4.271355,5.012316,5.570123,4.611839,5.617302,4.061184,7.034366,5.959277,5.206695,3.254668,3.362336,6.950636,7.551053,8.90723,3.708681,3.452523,3.192888
"ENSOMYG00000000196","dpm2",16.057409,11.070761,23.676903,9.742323,11.683578,14.539386,16.35247,19.41522,13.150867,25.355141,20.160213,44.421227,51.3498,49.444592,29.893858,22.023365,29.608812
"ENSOMYG00000000201","",0,0,0.021671,0.013774,0.047704,0,0.022727,0.029706,0,0.274647,0.225312,2.335479,1.718181,2.323593,0.227757,0.205042,0.115014
"ENSOMYG00000000207","",0.984466,0.838835,1.109385,1.784466,0.654369,1.042071,1.434304,2.016829,1.864078,0.797411,0.645955,1.030421,0.826537,1.365049,0.795469,0.491909,0
"ENSOMYG00000000215","cicb",0.75183,1.01144,1.477196,0.843426,1.64216,0.743289,2.37683,1.838316,0.992221,0.852959,0.929073,2.231086,2.407489,3.820927,1.446309,0.718731,0.900397
"ENSOMYG00000000216","",74.283279,40.629517,77.684723,61.985554,64.474197,57.198143,120.128998,65.097527,54.097008,12.233231,8.584623,20.566563,19.780186,30.615583,17.06966,14.960268,16.31682
"ENSOMYG00000000231","",11.425186,5.31552,12.81157,10.515334,8.003717,7.501394,15.674721,10.306924,6.348048,10.622677,9.214452,13.010921,14.556691,14.62593,9.243494,8.338755,9.277184
"ENSOMYG00000000232","znf526",3.367605,2.932079,4.222717,3.839604,3.461804,3.742389,4.376364,4.294945,4.899052,1.467547,1.837593,3.603245,5.052125,5.39618,1.893308,2.563039,1.108127
"ENSOMYG00000000235","",828.693298,750.542175,828.294556,586.534973,529.618042,587.207214,522.230652,513.302795,419.474121,0,0.07728,0,0,0,0,0,0
"ENSOMYG00000000240","",1.68717,1.273619,0.951039,1.301571,1.999019,0,1.648604,1.536359,0.689731,0,0.600377,1.476917,0.969305,0,0,0,0
"ENSOMYG00000000242","",6.83275,8.786564,7.687894,5.622813,6.590623,6.480756,9.655004,8.6683,7.121764,7.56543,4.689993,5.960112,13.19944,8.884185,5.982505,5.011897,4.560532
"ENSOMYG00000000251","arhgef28a",0.555344,0,0.693583,0.300603,0.393411,0.267011,1.186908,0.55168,0.614556,0.673988,0.836348,2.768088,2.689923,4.537037,0.76615,1.746985,0.881137
"ENSOMYG00000000253","taf12",0.136601,0.28663,0.087518,0.201223,0.157944,0.177977,0.248518,0.260318,0.09032,0,0.129947,0.302493,0.349897,0.207586,0.082294,0.084551,0.069753
"ENSOMYG00000000260","",16.40497,14.747076,17.792398,16.086994,23.106726,16.213449,23.637426,20.967836,15.72076,1.947368,2.349415,8.716374,5.944445,7.790936,0.652047,3.597953,0.995614
"ENSOMYG00000000261","ctsk",125.892815,134.969681,165.070007,94.115936,148.724686,125.734375,138.658432,155.794693,95.62281,8.531875,6.928125,11.435,11.130625,12.486875,7.480625,7.5275,5.45125
"ENSOMYG00000000268","enc1",1.502645,0.621164,0.914286,0.326455,0.820635,0.846032,2.246032,1.485185,0.795767,6.402646,9.815344,41.03545,39.579895,53.272488,9.773545,13.931216,10.314285
"ENSOMYG00000000269","ifngr2a",16.163902,10.402212,14.86727,13.314228,15.327803,12.416792,22.859226,15.297134,11.686777,35.545753,31.182505,49.200603,49.187531,43.812721,31.006033,31.869783,25.435394
"ENSOMYG00000000274","",60.714096,72.021873,77.431862,53.501503,53.519875,44.936707,43.116066,40.682865,26.659653,0,0,0.08517,0,0.42986,0,0,0.136941
"ENSOMYG00000000277","lingo4b",8.454595,9.173464,11.898858,7.232735,12.472538,6.147362,6.722675,8.222404,4.195215,0.397499,0.543774,0.320283,2.364872,1.841762,0.051115,0.572594,0
"ENSOMYG00000000278","",1.929252,1.050928,2.551179,1.172604,1.506774,0.894631,1.566734,1.281987,1.494481,3.038761,3.282238,8.675113,7.725916,6.572253,3.006146,2.844707,2.961616
"ENSOMYG00000000290","",4.45259,5.85044,4.822581,4.380498,4.775904,4.068426,5.076002,3.931085,3.544477,4.34262,3.888074,11.922287,11.441593,15.178885,4.407625,4.481916,4.877322
"ENSOMYG00000000293","si:dkey-34d22.1",1.060559,1.26501,0.487578,0,0.923395,0.512422,0.936335,0.542961,0.501035,1.081263,1.225673,3.572981,3.663561,6.661491,0.307971,1.86646,0.909938
"ENSOMYG00000000297","rbfa",20.285238,14.376484,20.408012,20.198812,16.870178,17.645029,20.668026,19.622774,25.174704,7.623146,5.375371,8.816024,12.222552,16.761127,9.176558,7.736276,6.974036
"ENSOMYG00000000300","stx17",11.94316,8.305395,11.073217,6.895954,9.703276,8.298169,11.307322,12.54528,8.980732,1.469172,2.060694,4.609827,4.133911,7.752409,2.881503,2.693642,1.793834
"ENSOMYG00000000303","",16.744104,11.266465,10.941107,14.673124,13.657594,11.332654,17.038736,17.706629,12.763028,1.251113,5.577622,6.2191,13.310238,10.863489,3.883472,5.266387,3.93586
"ENSOMYG00000000308","ccng2",67.946747,36.630672,39.876724,63.909271,61.285503,50.905327,97.397438,74.864891,61.984718,10.689349,12.259369,14.812623,12.151874,17.857988,10.989152,12.882643,10.828403
"ENSOMYG00000000315","",4.430149,4.986196,3.210933,6.245168,4.320817,3.330756,5.069575,4.758697,2.654887,0.259525,0.335174,0.711209,1.748205,1.884594,1.016013,1.676422,0.440641
"ENSOMYG00000000316","",0.509076,0,0.977723,0.778878,0.434818,0.392739,1.611386,0.79538,0.368056,0.371287,0,0.143564,0,0.334983,0,0,0
"ENSOMYG00000000319","FAM171A1",1.545637,1.602003,1.60186,1.501145,1.624321,1.544349,1.715594,1.705722,1.587124,0.478255,1.046924,1.802003,2.91731,1.874964,1.233619,0.581259,0.939056
"ENSOMYG00000000321","fabp7b",7.107843,0.541667,7.914216,3.546569,1.397059,4.480392,11.639706,6.526961,11.45098,1.223039,1.279412,0.666667,0.411765,0,0.536765,1.997549,0
"ENSOMYG00000000327","tcp11l1",2.690529,5.04956,3.115088,2.90804,3.065529,3.227973,5.306168,4.974119,1.987885,6.943832,8.430616,13.269824,19.130507,17.823238,6.148128,9.941079,4.292401
"ENSOMYG00000000329","znf574",7.257403,4.484766,6.056378,4.873861,5.235478,4.612044,7.153047,5.512813,4.906179,1.567198,1.735763,3.08656,3.412016,3.689636,0.969106,2.37443,1.023064
"ENSOMYG00000000332","entpd6",0.297084,0,0.27096,0.483597,0.361482,0,1.121507,0.490279,0,0.697448,0.337789,1.55407,1.948663,2.100243,0.763669,0.917375,0.255164
"ENSOMYG00000000339","ndufa10",92.268059,85.179848,118.064636,68.68441,91.731178,84.099617,110.51635,105.679466,96.026619,22.946388,22.808744,29.257034,29.94829,38.550949,30.458555,32.472244,24.523193
"ENSOMYG00000000349","tlr18",1.522438,1.262528,1.554974,1.767016,0.756545,1.110696,1.721391,0.772999,0.773747,0,0,0,0.186238,0.401271,0,0,0
"ENSOMYG00000000353","",2.490843,3.516484,3.992674,1.970696,1.630037,3.457875,2.970696,2.263736,0.626374,0,1.593407,0,1.168498,0.285714,0.794872,0,0.981685
"ENSOMYG00000000358","",0,0.015674,0,0,0.200993,0,0,0.039882,0,0.696369,0.295541,1.574451,1.084649,1.327794,0.181993,0.555855,0.748278
"ENSOMYG00000000360","zgc:136493",6.971303,4.068433,4.794702,3.284768,4.915011,3.881898,6.985099,5.18819,4.032009,8.162251,9.417218,14.725165,20.631346,16.884106,14.339956,12.267108,10.725165
"ENSOMYG00000000362","vsir",5.353544,3.706234,10.812981,9.36123,4.818104,8.186166,16.960718,4.686593,4.028181,8.690435,7.908625,15.711358,23.795048,24.652433,10.639625,9.812981,12.736123
"ENSOMYG00000000368","",0.198535,0.057875,1.059341,0.184615,0.608791,0.61978,0.144322,0.405128,0.794872,0,0,0.073993,0.150916,0,0.217582,0,0.196337
"ENSOMYG00000000370","",2.55993,1.678397,1.622997,2.073171,1.790244,2.107317,2.681185,1.919164,1.763763,2.803833,1.030314,3.589199,3.760976,1.378049,1.714286,1.838328,1.993728
"ENSOMYG00000000372","rpp38",3.974145,4.919252,3.520286,3.31782,4.29276,2.43755,5.384248,6.780828,5.508751,0.355609,0.318218,1.887033,2.373111,2.174224,2.101432,0.712808,1.077963
"ENSOMYG00000000382","acbd7",3.076923,4.798817,4.039448,3.759369,2.961539,2.947732,3.047337,6.365878,6.348126,1.455621,0.402367,1.280079,0,0,0.489152,0.276134,0.276134
"ENSOMYG00000000384","",0,0,0.026197,0.114421,0.034713,0,0.09768,0.011336,0.013979,0.089281,0.017617,3.356915,2.080261,3.370666,0.728634,0.015639,0.62761
"ENSOMYG00000000387","asrgl1",3.740964,0.840702,1.219873,1.095375,3.318063,2.903684,4.037219,5.214349,0.37461,0,0,0,0,4.326274,0,0,0
"ENSOMYG00000000394","cicb",1.781152,1.344686,0.479992,0.905386,0.325386,0.709088,2.687721,1.730383,0.668967,0.701857,0.598111,2.548757,1.989164,2.917291,0.591097,0.963873,0.2922
"ENSOMYG00000000395","",33.832993,24.842176,40.426189,31.378571,28.77721,35.767345,42.210884,38.159523,34.474491,34.038094,32.398979,56.663605,56.007824,54.970749,35.047619,41.896599,33.201542
"ENSOMYG00000000398","",1.731388,2.547945,2.170935,0.985706,2.488386,1.536033,2.798094,3.341274,1.1757,3.562239,2.954139,7.003573,10.153663,12.494342,4.318047,3.675402,5.062537
"ENSOMYG00000000406","znf526",2.567591,2.348528,4.48028,2.176479,3.144041,3.306087,5.097171,3.378537,3.906973,1.975422,1.570306,4.521435,5.215919,5.083024,2.362246,2.368534,1.777794
"ENSOMYG00000000408","ndufb8",49.048466,50.627205,79.292282,51.263969,77.002205,33.985294,60.354412,90.766075,77.156906,16.683088,18.178677,31.870588,40.166912,26.016912,10.581617,29.402206,22.516176
"ENSOMYG00000000410","",0.426992,0.8374,1.044987,1.410027,1.081586,0.973313,2.09817,2.285742,0.307472,1.361799,0.826153,1.379718,1.392489,2.246474,1.950057,0.312619,0.541555
"ENSOMYG00000000411","",13.740772,9.927853,16.956375,7.824665,14.884228,10.785234,13.116611,14.31208,8.472316,10.307047,6.380872,16.292786,13.258389,19.378355,8.17953,13.041107,7.494128
"ENSOMYG00000000412","",5.336449,1.953271,4.956386,0.46729,4.971962,6.538941,4.679128,4.872274,3.485981,0,0.464174,2.58567,4.981308,6.53271,2.183801,4.470405,0.934579
"ENSOMYG00000000422","",9.764323,6.951823,6.364583,7.132812,3.779948,3.542969,2.971354,6.463542,3.704427,0,0,1.717448,1.147135,1.255208,0.386719,0,0
"ENSOMYG00000000433","znf410",1.113783,3.192364,13.307196,1.620461,2.727973,1.434809,0,10.027843,10.291438,0.167351,1.402894,1.391705,0,0,0,0,0.932688
"ENSOMYG00000000442","",0.549379,0.506655,0.304776,0.200537,0.15647,0.155687,0.525948,0.232189,0.13041,0.469187,0.648697,0.675316,1.282854,1.934459,0.595906,0.686165,0.618387
"ENSOMYG00000000443","znf574",4.614835,3.186668,5.610399,3.211434,3.886397,3.515894,4.584155,4.199606,3.559758,2.482257,2.934943,6.676934,6.313455,6.427304,3.084648,2.252588,2.509857
"ENSOMYG00000000460","atp1b1a",10.637527,13.021322,21.052773,12.309702,17.240938,15.074627,21.452559,8.829957,9.359275,21.088804,19.797974,24.395523,36.727612,50.117691,26.792645,21.921108,18.396055
"ENSOMYG00000000462","",0.083863,0.173511,0,0,0.954698,0,0.583871,1.179484,0.940429,30.284742,26.227142,36.630558,46.273258,37.675232,32.540531,34.431015,34.423969
"ENSOMYG00000000468","cipcb",7.381104,6.497023,9.475586,4.720921,7.516872,7.309647,5.105598,6.200079,4.508138,3.699087,3.490274,4.347757,7.033743,10.716157,3.46447,1.13815,0.851528
"ENSOMYG00000000470","C8orf76",6.228829,6.333333,9.844595,9.215315,6.127027,4.539639,8.800004,6.854054,6.448648,8.811261,6.593694,18.28018,24.127928,16.786036,10.808108,7.27928,7.362162
"ENSOMYG00000000479","",0,0,0,0.135879,0.077942,0.1351,0.064173,0.274097,0.220317,0,0.047805,0.077942,0.399325,0.436997,0,0.201351,0
"ENSOMYG00000000487","atxn1b",0.766782,0.998264,0,0,0,0,1.093171,0,0.745563,1.016204,0.310764,0.696759,0.850694,0.432292,0.905093,0.576389,0.390625
"ENSOMYG00000000489","",0,0.420177,0.094513,0.106195,0.336282,0.264071,0,0,0,0.665767,1.979115,4.753037,4.583009,9.090154,0.676669,0.161416,0.579469
"ENSOMYG00000000491","efna1b",1.253759,0.865674,3.918286,0.870711,0.117992,0.478011,0.974478,0.832763,0.622542,0.507288,0,0.784388,0.649903,0.407212,2.778633,0,0.168787
"ENSOMYG00000000493","",0.759563,2.081967,2.715847,0.142077,1.781421,0.557377,1.207894,0.196721,0,0.79235,1.442623,1.191257,6.437159,0.994536,0,0.437158,0.333333
"ENSOMYG00000000498","",1.352941,2.896791,1.947594,0,2.368984,0.887701,1.744385,1.041711,2.565775,5.392513,0.703743,7.277005,3.252941,4.454545,2.124064,4.566845,2.968984
"ENSOMYG00000000499","fzd1",4.925789,3.713667,4.162028,3.088435,3.81509,3.064317,3.600495,5.904762,3.448361,4.8423,4.973407,8.413729,7.361163,11.881262,3.405071,3.36611,1.997526
"ENSOMYG00000000505","CRTC2",3.452181,3.822729,3.339336,2.763505,3.390156,3.660664,4.97479,3.531813,2.382553,2.784914,3.358543,5.781513,8.444178,9.92437,3.122049,2.596239,2.727891
"ENSOMYG00000000508","preb",7.716444,6.612237,9.762141,6.238241,5.707839,6.091013,8.160612,7.935946,5.86501,3.676673,3.955641,13.721797,12.227151,16.517591,7.420268,4.93652,6.66042
"ENSOMYG00000000514","znrf2b",3.6033,4.120516,4.886657,3.063128,8.279771,6.246772,1.901004,2.460545,2.241033,8.34003,7.56528,19.246054,21.314203,26.564394,16.404591,10.89957,8.294118
"ENSOMYG00000000515","",0,0.066356,0,0.119307,0.101756,0.636398,0.047163,0.086516,0,0,0,0.23367,0.406407,1.171458,0.330876,0,0.476951
"ENSOMYG00000000516","",0.639429,0.389105,1.003891,0.831388,0.552529,0,0,0.346303,0.741894,1.321723,0,3.465629,1.154345,1.889754,0,0,0.352834
"ENSOMYG00000000518","lyplal1",0,0.430642,1.592132,0,0,0,1.275362,1.360248,1.047619,2.979296,2.817805,4.625259,8.821946,7.492754,0,4.471014,2.829193
"ENSOMYG00000000519","OLFML1",5.186647,8.082556,13.289304,4.513999,8.967695,7.56425,8.814071,12.348169,6.221823,3.510409,3.190237,6.585068,7.279971,9.095477,3.565686,1.649677,2.287868
"ENSOMYG00000000522","mylipb",1.214382,1.510745,2.472263,0.371221,1.709604,0.76036,0.500473,0.946066,1.418789,12.88092,11.983065,20.587454,26.071211,20.832077,10.031827,6.742815,7.175872
"ENSOMYG00000000524","tgfb2",8.189321,8.562298,13.992719,7.501214,15.321198,6.281553,15.28398,14.001618,12.723301,0,0,1.287217,0.5089,1.598706,0,0.531553,0.69822
"ENSOMYG00000000526","NAA30",12.465137,6.844388,11.222788,9.906888,8.413265,8.022959,12.988946,12.44983,10.177721,7.086735,7.839286,14.893707,15.462585,18.313776,7.485544,7.455782,11.647534
"ENSOMYG00000000531","slc50a1",1.524123,2.775219,2.112939,2.779605,2.900219,2.815789,3.738487,0.949561,2.125,7.073465,8.862939,11.559759,9.991776,9.480263,4.395833,8.051535,1.368421
"ENSOMYG00000000532","agpat2",2.961679,1.858881,4.881995,3.156934,3.30292,4.586983,5.135645,5.663017,3.211679,1.508516,3.409976,5.733577,6.242093,1.744526,2.229927,0.818735,1.428224
"ENSOMYG00000000536","",7.155634,7.446414,10.352246,5.156816,5.803389,9.701734,7.184594,8.865249,6.425532,16.994097,20.622538,30.236406,31.526793,31.58688,18.579985,18.624901,16.162727
"ENSOMYG00000000540","RRP15",16.272642,20.208683,16.409897,15.111578,13.596171,12.016807,20.370682,21.780579,17.281046,1.049487,1.639589,4.49113,1.961718,1.883287,2.351074,2.438842,2.197012
"ENSOMYG00000000545","slc50a1",2.307589,1.811954,3.43452,1.952989,2.146407,4.077233,3.042646,2.051041,2.680994,6.481195,4.073204,10.102418,13.527312,10.21491,4.554735,5.394225,4.612492
"ENSOMYG00000000548","dipk1b",2.639017,1.632872,1.137481,0.957757,0,2.285714,0.895545,1.56298,0.218894,0.90169,0.640553,1.974654,2.003072,2.102919,1.006912,0.276498,1.172043
"ENSOMYG00000000550","ogfrl1",2.601728,1.886096,1.330715,2.226237,1.667714,2.19128,2.107097,1.232522,1.702278,2.020031,1.972506,1.984289,5.245876,3.264729,3.175962,3.006284,2.770621
"ENSOMYG00000000552","",3.315385,0.892308,1.684615,0.776923,0,0.630769,3.630769,0.153846,3.323077,0,0.215385,0.238462,2.023077,0.476923,0.346154,1.507692,0
"ENSOMYG00000000553","alx4b",0.884405,0.135316,0.292779,0.336468,0.671117,0.148058,0.145024,0.073726,0.297937,0.176881,0.105097,0.07585,0,0.156553,0.140959,0.134709,0
"ENSOMYG00000000560","bnip3",30.600372,34.600681,44.216454,36.842651,35.49361,44.413563,46.565247,59.027611,40.740681,10.612353,4.192758,14.764644,11.988818,10.5,8.855698,6.596379,6.652822
"ENSOMYG00000000562","mrps2",12.618025,18.763952,24.233431,17.521511,20.570349,17.726164,29.211044,30.142445,19.628489,8.222674,6.767442,14.859883,21.483139,21.763954,10.45407,12.365989,12.877326
"ENSOMYG00000000563","CREB3L4",0,1.247468,0.682768,0.784938,1.310244,1.935733,0,0,0.283868,0.548799,0.411319,1.101463,1.326761,0.087905,1.097471,0,0.517447
"ENSOMYG00000000570","",5.560049,4.865809,5.915441,3.862132,3.664829,4.800245,6.340381,6.817402,3.706801,3.466299,3.51685,5.546568,5.449755,6.050858,5.092218,4.840686,4.262867
"ENSOMYG00000000572","",8.391685,7.805252,9.526258,7.16849,8.760394,5.245077,12.69256,12.342451,6.173961,17.884026,16.960613,38.283371,54.538292,53.506565,33.587528,31.442013,23.694748
"ENSOMYG00000000583","",2.252874,2.376176,3.637408,3.498433,3.414838,1.991641,5.846395,3.359457,3.260188,0.899687,1.094044,2.842215,0.943574,3.117032,1.577847,0.934169,0.359457
"ENSOMYG00000000587","zbtb43",0.347398,0.517581,1.019691,1.309423,0.684951,0.934599,0.922644,0.675809,0.335443,2.790436,1.500703,6.275668,3.800281,7.974684,3.047117,2.395921,1.042897
"ENSOMYG00000000589","polr3c",2.648387,1.625806,3.693548,0.989247,3.052688,2.109677,4.834409,4.017204,1.954839,1.717204,1.331183,5.160215,5.384946,5.247312,0,1.448387,1.694624
"ENSOMYG00000000590","she",17.765774,19.99892,28.21089,18.4328,24.785328,21.61841,22.292566,24.149092,18.391747,3.331461,3.367545,5.705272,6.637424,7.228393,4.396284,2.382887,3.332973
"ENSOMYG00000000592","cx43",4.015564,2.655253,6.0607,3.747082,4.945525,1.308171,6.319066,3.582879,2.127626,2.592218,3.026459,4.435798,5.170428,6.185992,1.562646,2.545526,2.379767
"ENSOMYG00000000605","",0,0.198337,0.139801,0,0.175348,0,0.460732,0,0.071689,0.229855,0.396325,0.127854,0.250896,0,0.068461,0.199144,0.107639
"ENSOMYG00000000610","",0,0.14372,0,0,0.28357,0.221909,0,0,0.140614,0,0.135832,0.367437,0.243182,0.182459,0.172018,0.177943,0.83355
"ENSOMYG00000000615","",0.524226,0.238284,0.529786,0.23749,0.453535,0,0.711676,1.146148,0.428912,0,0,0,0.476569,0.620334,0.154885,0.698173,0
"ENSOMYG00000000617","ebf3a",1.078584,1.356362,2.143926,1.232585,1.715314,0.813903,1.637881,1.255037,0.95665,0,0,0,0,0.043754,0.086356,0,0
"ENSOMYG00000000621","",3.478481,3.225317,5.149367,6.208861,3.568354,3.889874,6.572152,7.541772,2.402532,1.234177,2.365823,6.722785,4.76962,6.688608,4.044304,5.594937,1.903798
"ENSOMYG00000000631","hsdl1",3.282754,2.758021,2.678476,2.941176,2.441845,2.799465,3.921123,2.051471,2.260695,2.341578,2.895053,6.885027,4.779412,2.876337,4.753342,5.71524,3.040107
"ENSOMYG00000000638","SLC25A32",3.687302,1.934127,3.709524,1.73254,3.180159,2.555952,4.153174,4.728571,1.911905,1.592064,0.954762,2.529365,0,2.64127,2.169048,3.81733,2.761905
