"Gene_ID"
"ENSOMYG00000006335"
"ENSOMYG00000018700"
"ENSOMYG00000065332"
"ENSOMYG00000005574"
"ENSOMYG00000028500"
"ENSOMYG00000067276"
"ENSOMYG00000040018"
"ENSOMYG00000032999"
"ENSOMYG00000049139"
"ENSOMYG00000000706"
"ENSOMYG00000014370"
"ENSOMYG00000075344"
"ENSOMYG00000049082"
"ENSOMYG00000027208"
"ENSOMYG00000046029"
"ENSOMYG00000003169"
"ENSOMYG00000004457"
"ENSOMYG00000013919"
"ENSOMYG00000020543"
"ENSOMYG00000071363"
"ENSOMYG00000047368"
"ENSOMYG00000044700"
"ENSOMYG00000011956"
"ENSOMYG00000001278"
"ENSOMYG00000014198"
"ENSOMYG00000008957"
"ENSOMYG00000036116"
"ENSOMYG00000031942"
"ENSOMYG00000041747"
"ENSOMYG00000005672"
"ENSOMYG00000006058"
"ENSOMYG00000030778"
"ENSOMYG00000020744"
"ENSOMYG00000063390"
"ENSOMYG00000031069"
"ENSOMYG00000003208"
"ENSOMYG00000040219"
"ENSOMYG00000038372"
"ENSOMYG00000064325"
"ENSOMYG00000042636"
"ENSOMYG00000006451"
"ENSOMYG00000032401"
"ENSOMYG00000006784"
"ENSOMYG00000044112"
"ENSOMYG00000049204"
"ENSOMYG00000016464"
"ENSOMYG00000021762"
"ENSOMYG00000053143"
"ENSOMYG00000002601"
"ENSOMYG00000057991"
"ENSOMYG00000046498"
"ENSOMYG00000025203"
"ENSOMYG00000010763"
"ENSOMYG00000057125"
"ENSOMYG00000044861"
"ENSOMYG00000045958"
"ENSOMYG00000038200"
"ENSOMYG00000005050"
"ENSOMYG00000062130"
"ENSOMYG00000053614"
"ENSOMYG00000012350"
"ENSOMYG00000016630"
"ENSOMYG00000012511"
"ENSOMYG00000001982"
"ENSOMYG00000043510"
"ENSOMYG00000025627"
"ENSOMYG00000034836"
"ENSOMYG00000065238"
"ENSOMYG00000029553"
"ENSOMYG00000022411"
"ENSOMYG00000004918"
"ENSOMYG00000016362"
"ENSOMYG00000014884"
"ENSOMYG00000006450"
"ENSOMYG00000045292"
"ENSOMYG00000025484"
"ENSOMYG00000012093"
"ENSOMYG00000036719"
"ENSOMYG00000046915"
"ENSOMYG00000009710"
"ENSOMYG00000016468"
"ENSOMYG00000040195"
"ENSOMYG00000022206"
"ENSOMYG00000020053"
"ENSOMYG00000044715"
"ENSOMYG00000064316"
"ENSOMYG00000006494"
"ENSOMYG00000013867"
"ENSOMYG00000038927"
"ENSOMYG00000040473"
"ENSOMYG00000029863"
"ENSOMYG00000031289"
"ENSOMYG00000044573"
"ENSOMYG00000025876"
"ENSOMYG00000038054"
"ENSOMYG00000038915"
"ENSOMYG00000019502"
"ENSOMYG00000024713"
"ENSOMYG00000033736"
"ENSOMYG00000035445"
"ENSOMYG00000013559"
"ENSOMYG00000004037"
"ENSOMYG00000005286"
"ENSOMYG00000006343"
"ENSOMYG00000047585"
"ENSOMYG00000001906"
"ENSOMYG00000044785"
"ENSOMYG00000015990"
"ENSOMYG00000028771"
"ENSOMYG00000027645"
"ENSOMYG00000014841"
"ENSOMYG00000036415"
"ENSOMYG00000051193"
"ENSOMYG00000006506"
"ENSOMYG00000023975"
"ENSOMYG00000037537"
"ENSOMYG00000021471"
"ENSOMYG00000006444"
"ENSOMYG00000044086"
"ENSOMYG00000013424"
"ENSOMYG00000005217"
"ENSOMYG00000018431"
"ENSOMYG00000030585"
"ENSOMYG00000068238"
"ENSOMYG00000005408"
"ENSOMYG00000076197"
"ENSOMYG00000057959"
"ENSOMYG00000013648"
"ENSOMYG00000043381"
"ENSOMYG00000070341"
"ENSOMYG00000046874"
"ENSOMYG00000034542"
"ENSOMYG00000026851"
"ENSOMYG00000063509"
"ENSOMYG00000010857"
"ENSOMYG00000045329"
"ENSOMYG00000041790"
"ENSOMYG00000047289"
"ENSOMYG00000037008"
"ENSOMYG00000001865"
"ENSOMYG00000008802"
"ENSOMYG00000043116"
"ENSOMYG00000013697"
"ENSOMYG00000039237"
"ENSOMYG00000034166"
"ENSOMYG00000018174"
"ENSOMYG00000025616"
"ENSOMYG00000041405"
"ENSOMYG00000036822"
"ENSOMYG00000019087"
"ENSOMYG00000011988"
"ENSOMYG00000012984"
"ENSOMYG00000013025"
"ENSOMYG00000001673"
"ENSOMYG00000040453"
"ENSOMYG00000043449"
"ENSOMYG00000042950"
"ENSOMYG00000002707"
"ENSOMYG00000017013"
"ENSOMYG00000006804"
"ENSOMYG00000059422"
"ENSOMYG00000045488"
"ENSOMYG00000040793"
"ENSOMYG00000015676"
"ENSOMYG00000021202"
"ENSOMYG00000036803"
"ENSOMYG00000076888"
"ENSOMYG00000019508"
"ENSOMYG00000015845"
"ENSOMYG00000069831"
"ENSOMYG00000042131"
"ENSOMYG00000024762"
"ENSOMYG00000017989"
"ENSOMYG00000016911"
"ENSOMYG00000034728"
"ENSOMYG00000041934"
"ENSOMYG00000021918"
"ENSOMYG00000039708"
"ENSOMYG00000026846"
"ENSOMYG00000024272"
"ENSOMYG00000067363"
"ENSOMYG00000007210"
"ENSOMYG00000012591"
"ENSOMYG00000043310"
"ENSOMYG00000055216"
"ENSOMYG00000059859"
"ENSOMYG00000022516"
"ENSOMYG00000009843"
"ENSOMYG00000028435"
"ENSOMYG00000004740"
"ENSOMYG00000018816"
"ENSOMYG00000011235"
"ENSOMYG00000011111"
"ENSOMYG00000045723"
"ENSOMYG00000061599"
"ENSOMYG00000034188"
"ENSOMYG00000013262"
"ENSOMYG00000002444"
"ENSOMYG00000035594"
"ENSOMYG00000007971"
"ENSOMYG00000018746"
