"query","significant","p_value","term_size","query_size","intersection_size","precision","recall","term_id","source","term_name","effective_domain_size","source_order","parents","evidence_codes","intersection","highlighted"
"query_1",TRUE,1.8080604398146e-09,292,791,39,0.0493046776232617,0.133561643835616,"GO:0099080","GO:CC","supramolecular complex",20622,3282,"GO:0110165","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA,IEA,IDA IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000007742,ENSOMYG00000008207,ENSOMYG00000008671,ENSOMYG00000008691,ENSOMYG00000009450,ENSOMYG00000009607,ENSOMYG00000010157,ENSOMYG00000015280,ENSOMYG00000015326,ENSOMYG00000016154,ENSOMYG00000017226,ENSOMYG00000018528,ENSOMYG00000019082,ENSOMYG00000021709,ENSOMYG00000021772,ENSOMYG00000022421,ENSOMYG00000023514,ENSOMYG00000023590,ENSOMYG00000028916,ENSOMYG00000029399,ENSOMYG00000031371,ENSOMYG00000032181,ENSOMYG00000036763,ENSOMYG00000037440,ENSOMYG00000037483,ENSOMYG00000038407,ENSOMYG00000039291,ENSOMYG00000040669,ENSOMYG00000041799,ENSOMYG00000044636,ENSOMYG00000045611,ENSOMYG00000046868,ENSOMYG00000046883,ENSOMYG00000050271,ENSOMYG00000053991,ENSOMYG00000054158,ENSOMYG00000056027,ENSOMYG00000061824,ENSOMYG00000064330",TRUE
"query_1",TRUE,7.03248183030889e-08,11,791,8,0.0101137800252845,0.727272727272727,"GO:0042555","GO:CC","MCM complex",20622,1754,"GO:0032991","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000001753,ENSOMYG00000022528,ENSOMYG00000029221,ENSOMYG00000031800,ENSOMYG00000033325,ENSOMYG00000035735,ENSOMYG00000042181,ENSOMYG00000069397",TRUE
"query_1",TRUE,4.76490954832832e-07,44,791,13,0.0164348925410872,0.295454545454545,"GO:0000775","GO:CC","chromosome, centromeric region",20622,83,"GO:0098687","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000009450,ENSOMYG00000009607,ENSOMYG00000015144,ENSOMYG00000015326,ENSOMYG00000016154,ENSOMYG00000022421,ENSOMYG00000034594,ENSOMYG00000037440,ENSOMYG00000037483,ENSOMYG00000041903,ENSOMYG00000045611,ENSOMYG00000045682,ENSOMYG00000064330",FALSE
"query_1",TRUE,1.38009802025853e-06,33,791,11,0.0139064475347661,0.333333333333333,"GO:0036379","GO:CC","myofilament",20622,1669,"GO:0030016, GO:0110165","IEA,IEA,IDA IEA,IEA,IEA,IEA,IDA,IDA IEA,IEA,IEA,IEA","ENSOMYG00000008671,ENSOMYG00000008691,ENSOMYG00000028916,ENSOMYG00000029399,ENSOMYG00000032181,ENSOMYG00000039291,ENSOMYG00000040669,ENSOMYG00000044636,ENSOMYG00000046868,ENSOMYG00000046883,ENSOMYG00000054158",FALSE
"query_1",TRUE,2.14952368272172e-06,69,791,15,0.0189633375474083,0.217391304347826,"GO:0098687","GO:CC","chromosomal region",20622,3186,"GO:0005694, GO:0110165","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000007398,ENSOMYG00000009450,ENSOMYG00000009607,ENSOMYG00000015144,ENSOMYG00000015326,ENSOMYG00000016154,ENSOMYG00000022421,ENSOMYG00000034594,ENSOMYG00000037440,ENSOMYG00000037483,ENSOMYG00000041903,ENSOMYG00000045611,ENSOMYG00000045682,ENSOMYG00000064330,ENSOMYG00000067789",FALSE
"query_1",TRUE,2.19388027229584e-06,52,791,13,0.0164348925410872,0.25,"GO:0043292","GO:CC","contractile muscle fiber",20622,1866,"GO:0005737, GO:0043232, GO:0099512","IEA,IEA,IEA,IEA,IDA IEA,IEA,IEA,IEA,IDA,IDA IEA,IEA,IEA,IEA","ENSOMYG00000008207,ENSOMYG00000008671,ENSOMYG00000008691,ENSOMYG00000010157,ENSOMYG00000028916,ENSOMYG00000029399,ENSOMYG00000032181,ENSOMYG00000039291,ENSOMYG00000040669,ENSOMYG00000044636,ENSOMYG00000046868,ENSOMYG00000046883,ENSOMYG00000054158",FALSE
"query_1",TRUE,2.19388027229584e-06,52,791,13,0.0164348925410872,0.25,"GO:0030016","GO:CC","myofibril",20622,842,"GO:0043292","IEA,IEA,IEA,IEA,IDA IEA,IEA,IEA,IEA,IDA,IDA IEA,IEA,IEA,IEA","ENSOMYG00000008207,ENSOMYG00000008671,ENSOMYG00000008691,ENSOMYG00000010157,ENSOMYG00000028916,ENSOMYG00000029399,ENSOMYG00000032181,ENSOMYG00000039291,ENSOMYG00000040669,ENSOMYG00000044636,ENSOMYG00000046868,ENSOMYG00000046883,ENSOMYG00000054158",FALSE
"query_1",TRUE,2.33785895916359e-06,29,791,10,0.0126422250316056,0.344827586206897,"GO:0005861","GO:CC","troponin complex",20622,390,"GO:0005865, GO:0032991","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000008671,ENSOMYG00000008691,ENSOMYG00000028916,ENSOMYG00000029399,ENSOMYG00000032181,ENSOMYG00000039291,ENSOMYG00000044636,ENSOMYG00000046868,ENSOMYG00000046883,ENSOMYG00000054158",FALSE
"query_1",TRUE,2.33785895916359e-06,260,791,30,0.0379266750948167,0.115384615384615,"GO:0099512","GO:CC","supramolecular fiber",20622,3306,"GO:0099081","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA,IEA,IDA IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000007742,ENSOMYG00000008207,ENSOMYG00000008671,ENSOMYG00000008691,ENSOMYG00000010157,ENSOMYG00000015280,ENSOMYG00000017226,ENSOMYG00000018528,ENSOMYG00000019082,ENSOMYG00000021709,ENSOMYG00000021772,ENSOMYG00000023514,ENSOMYG00000023590,ENSOMYG00000028916,ENSOMYG00000029399,ENSOMYG00000031371,ENSOMYG00000032181,ENSOMYG00000036763,ENSOMYG00000038407,ENSOMYG00000039291,ENSOMYG00000040669,ENSOMYG00000041799,ENSOMYG00000044636,ENSOMYG00000046868,ENSOMYG00000046883,ENSOMYG00000050271,ENSOMYG00000053991,ENSOMYG00000054158,ENSOMYG00000056027,ENSOMYG00000061824",FALSE
"query_1",TRUE,2.33785895916359e-06,260,791,30,0.0379266750948167,0.115384615384615,"GO:0099081","GO:CC","supramolecular polymer",20622,3283,"GO:0099080","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA,IEA,IDA IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000007742,ENSOMYG00000008207,ENSOMYG00000008671,ENSOMYG00000008691,ENSOMYG00000010157,ENSOMYG00000015280,ENSOMYG00000017226,ENSOMYG00000018528,ENSOMYG00000019082,ENSOMYG00000021709,ENSOMYG00000021772,ENSOMYG00000023514,ENSOMYG00000023590,ENSOMYG00000028916,ENSOMYG00000029399,ENSOMYG00000031371,ENSOMYG00000032181,ENSOMYG00000036763,ENSOMYG00000038407,ENSOMYG00000039291,ENSOMYG00000040669,ENSOMYG00000041799,ENSOMYG00000044636,ENSOMYG00000046868,ENSOMYG00000046883,ENSOMYG00000050271,ENSOMYG00000053991,ENSOMYG00000054158,ENSOMYG00000056027,ENSOMYG00000061824",FALSE
"query_1",TRUE,2.54119521770723e-06,30,791,10,0.0126422250316056,0.333333333333333,"GO:0005865","GO:CC","striated muscle thin filament",20622,393,"GO:0015629, GO:0030017, GO:0036379","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000008671,ENSOMYG00000008691,ENSOMYG00000028916,ENSOMYG00000029399,ENSOMYG00000032181,ENSOMYG00000039291,ENSOMYG00000044636,ENSOMYG00000046868,ENSOMYG00000046883,ENSOMYG00000054158",FALSE
"query_1",TRUE,3.60120626196965e-06,1484,791,97,0.122629582806574,0.0653638814016173,"GO:0071944","GO:CC","cell periphery",20622,2735,"GO:0110165","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA,IDA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000002664,ENSOMYG00000003612,ENSOMYG00000003774,ENSOMYG00000003827,ENSOMYG00000004443,ENSOMYG00000005215,ENSOMYG00000005354,ENSOMYG00000005515,ENSOMYG00000005905,ENSOMYG00000007086,ENSOMYG00000008078,ENSOMYG00000008952,ENSOMYG00000009054,ENSOMYG00000009204,ENSOMYG00000009253,ENSOMYG00000009352,ENSOMYG00000009619,ENSOMYG00000010421,ENSOMYG00000012221,ENSOMYG00000013490,ENSOMYG00000013911,ENSOMYG00000014098,ENSOMYG00000014255,ENSOMYG00000014354,ENSOMYG00000014370,ENSOMYG00000014568,ENSOMYG00000014873,ENSOMYG00000015167,ENSOMYG00000015246,ENSOMYG00000015500,ENSOMYG00000015899,ENSOMYG00000015927,ENSOMYG00000016829,ENSOMYG00000018185,ENSOMYG00000018326,ENSOMYG00000018728,ENSOMYG00000018779,ENSOMYG00000018814,ENSOMYG00000020178,ENSOMYG00000020318,ENSOMYG00000021393,ENSOMYG00000021621,ENSOMYG00000021891,ENSOMYG00000022212,ENSOMYG00000023837,ENSOMYG00000026668,ENSOMYG00000026691,ENSOMYG00000026815,ENSOMYG00000027025,ENSOMYG00000027097,ENSOMYG00000028432,ENSOMYG00000028500,ENSOMYG00000028609,ENSOMYG00000029052,ENSOMYG00000029300,ENSOMYG00000029610,ENSOMYG00000030043,ENSOMYG00000030160,ENSOMYG00000030883,ENSOMYG00000031725,ENSOMYG00000031738,ENSOMYG00000032098,ENSOMYG00000032128,ENSOMYG00000032452,ENSOMYG00000034430,ENSOMYG00000034752,ENSOMYG00000035130,ENSOMYG00000036109,ENSOMYG00000037596,ENSOMYG00000037886,ENSOMYG00000037914,ENSOMYG00000037923,ENSOMYG00000039833,ENSOMYG00000042429,ENSOMYG00000042957,ENSOMYG00000043033,ENSOMYG00000043489,ENSOMYG00000044634,ENSOMYG00000045035,ENSOMYG00000047475,ENSOMYG00000052151,ENSOMYG00000052823,ENSOMYG00000053628,ENSOMYG00000053698,ENSOMYG00000054359,ENSOMYG00000055667,ENSOMYG00000057112,ENSOMYG00000057861,ENSOMYG00000060570,ENSOMYG00000060656,ENSOMYG00000062919,ENSOMYG00000070436,ENSOMYG00000072083,ENSOMYG00000075441,ENSOMYG00000076670,ENSOMYG00000077394,ENSOMYG00000077443",FALSE
"query_1",TRUE,5.20087114593008e-06,1379,791,91,0.115044247787611,0.065989847715736,"GO:0005886","GO:CC","plasma membrane",20622,410,"GO:0016020, GO:0071944","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IDA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000002664,ENSOMYG00000003612,ENSOMYG00000003774,ENSOMYG00000003827,ENSOMYG00000004443,ENSOMYG00000005215,ENSOMYG00000005354,ENSOMYG00000005515,ENSOMYG00000005905,ENSOMYG00000007086,ENSOMYG00000008952,ENSOMYG00000009054,ENSOMYG00000009204,ENSOMYG00000009253,ENSOMYG00000009619,ENSOMYG00000010421,ENSOMYG00000013490,ENSOMYG00000013911,ENSOMYG00000014098,ENSOMYG00000014255,ENSOMYG00000014354,ENSOMYG00000014370,ENSOMYG00000014568,ENSOMYG00000014873,ENSOMYG00000015167,ENSOMYG00000015246,ENSOMYG00000015500,ENSOMYG00000015899,ENSOMYG00000015927,ENSOMYG00000016829,ENSOMYG00000018185,ENSOMYG00000018326,ENSOMYG00000018728,ENSOMYG00000018779,ENSOMYG00000018814,ENSOMYG00000020178,ENSOMYG00000020318,ENSOMYG00000021393,ENSOMYG00000021621,ENSOMYG00000021891,ENSOMYG00000022212,ENSOMYG00000023837,ENSOMYG00000026668,ENSOMYG00000026691,ENSOMYG00000026815,ENSOMYG00000027025,ENSOMYG00000028432,ENSOMYG00000028500,ENSOMYG00000028609,ENSOMYG00000029052,ENSOMYG00000029300,ENSOMYG00000029610,ENSOMYG00000030043,ENSOMYG00000030160,ENSOMYG00000030883,ENSOMYG00000031725,ENSOMYG00000031738,ENSOMYG00000032098,ENSOMYG00000032128,ENSOMYG00000032452,ENSOMYG00000034430,ENSOMYG00000034752,ENSOMYG00000035130,ENSOMYG00000036109,ENSOMYG00000037596,ENSOMYG00000037886,ENSOMYG00000037914,ENSOMYG00000037923,ENSOMYG00000039833,ENSOMYG00000042429,ENSOMYG00000042957,ENSOMYG00000043033,ENSOMYG00000043489,ENSOMYG00000044634,ENSOMYG00000045035,ENSOMYG00000047475,ENSOMYG00000052151,ENSOMYG00000052823,ENSOMYG00000053628,ENSOMYG00000053698,ENSOMYG00000054359,ENSOMYG00000055667,ENSOMYG00000057112,ENSOMYG00000060570,ENSOMYG00000060656,ENSOMYG00000062919,ENSOMYG00000070436,ENSOMYG00000072083,ENSOMYG00000075441,ENSOMYG00000076670,ENSOMYG00000077394",FALSE
"query_1",TRUE,5.20087114593008e-06,49,791,12,0.0151706700379267,0.244897959183673,"GO:0030017","GO:CC","sarcomere",20622,843,"GO:0030016, GO:0110165","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000008207,ENSOMYG00000008671,ENSOMYG00000008691,ENSOMYG00000010157,ENSOMYG00000028916,ENSOMYG00000029399,ENSOMYG00000032181,ENSOMYG00000039291,ENSOMYG00000044636,ENSOMYG00000046868,ENSOMYG00000046883,ENSOMYG00000054158",FALSE
"query_1",TRUE,1.13266785955422e-05,28,791,9,0.011378002528445,0.321428571428571,"GO:0000776","GO:CC","kinetochore",20622,84,"GO:0000779, GO:0043232, GO:0099080","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000009450,ENSOMYG00000009607,ENSOMYG00000015326,ENSOMYG00000016154,ENSOMYG00000022421,ENSOMYG00000037440,ENSOMYG00000037483,ENSOMYG00000045611,ENSOMYG00000064330",FALSE
"query_1",TRUE,1.13266785955422e-05,28,791,9,0.011378002528445,0.321428571428571,"GO:0000779","GO:CC","condensed chromosome, centromeric region",20622,85,"GO:0000775, GO:0000793","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000009450,ENSOMYG00000009607,ENSOMYG00000015326,ENSOMYG00000016154,ENSOMYG00000022421,ENSOMYG00000037440,ENSOMYG00000037483,ENSOMYG00000045611,ENSOMYG00000064330",FALSE
"query_1",TRUE,1.85788064414725e-05,1065,791,73,0.0922882427307206,0.0685446009389671,"GO:0005576","GO:CC","extracellular region",20622,194,"GO:0110165","IEA,IEA,IEA,IEA,IDA IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000002596,ENSOMYG00000002634,ENSOMYG00000003248,ENSOMYG00000003616,ENSOMYG00000003648,ENSOMYG00000005081,ENSOMYG00000007493,ENSOMYG00000009171,ENSOMYG00000009309,ENSOMYG00000010130,ENSOMYG00000012483,ENSOMYG00000013391,ENSOMYG00000014098,ENSOMYG00000015062,ENSOMYG00000016024,ENSOMYG00000016183,ENSOMYG00000016417,ENSOMYG00000017291,ENSOMYG00000018649,ENSOMYG00000018726,ENSOMYG00000019175,ENSOMYG00000020171,ENSOMYG00000020175,ENSOMYG00000020181,ENSOMYG00000020185,ENSOMYG00000020294,ENSOMYG00000020749,ENSOMYG00000021533,ENSOMYG00000022444,ENSOMYG00000022544,ENSOMYG00000023120,ENSOMYG00000023515,ENSOMYG00000024073,ENSOMYG00000026966,ENSOMYG00000030203,ENSOMYG00000030455,ENSOMYG00000031676,ENSOMYG00000031832,ENSOMYG00000032017,ENSOMYG00000032453,ENSOMYG00000032623,ENSOMYG00000032727,ENSOMYG00000033136,ENSOMYG00000036798,ENSOMYG00000038605,ENSOMYG00000039341,ENSOMYG00000039475,ENSOMYG00000040945,ENSOMYG00000041445,ENSOMYG00000041794,ENSOMYG00000042230,ENSOMYG00000043539,ENSOMYG00000044479,ENSOMYG00000044727,ENSOMYG00000044729,ENSOMYG00000044734,ENSOMYG00000045545,ENSOMYG00000045550,ENSOMYG00000045788,ENSOMYG00000052953,ENSOMYG00000056549,ENSOMYG00000061342,ENSOMYG00000062334,ENSOMYG00000063206,ENSOMYG00000065456,ENSOMYG00000066326,ENSOMYG00000068021,ENSOMYG00000069047,ENSOMYG00000069544,ENSOMYG00000072454,ENSOMYG00000073327,ENSOMYG00000073725,ENSOMYG00000077492",TRUE
"query_1",TRUE,2.00020168675434e-05,47,791,11,0.0139064475347661,0.234042553191489,"GO:0000793","GO:CC","condensed chromosome",20622,93,"GO:0005694","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000009450,ENSOMYG00000009607,ENSOMYG00000015326,ENSOMYG00000016154,ENSOMYG00000018740,ENSOMYG00000022421,ENSOMYG00000037440,ENSOMYG00000037483,ENSOMYG00000042218,ENSOMYG00000045611,ENSOMYG00000064330",FALSE
"query_1",TRUE,0.000773563097716525,517,791,39,0.0493046776232617,0.0754352030947776,"GO:0005730","GO:CC","nucleolus",20622,301,"GO:0031981, GO:0043232","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000003107,ENSOMYG00000004882,ENSOMYG00000007136,ENSOMYG00000009541,ENSOMYG00000010625,ENSOMYG00000011026,ENSOMYG00000012601,ENSOMYG00000012605,ENSOMYG00000012851,ENSOMYG00000017456,ENSOMYG00000018383,ENSOMYG00000019179,ENSOMYG00000020084,ENSOMYG00000026813,ENSOMYG00000030489,ENSOMYG00000031165,ENSOMYG00000037844,ENSOMYG00000037991,ENSOMYG00000043217,ENSOMYG00000045099,ENSOMYG00000046333,ENSOMYG00000047362,ENSOMYG00000048359,ENSOMYG00000048736,ENSOMYG00000050449,ENSOMYG00000050451,ENSOMYG00000051462,ENSOMYG00000051474,ENSOMYG00000051721,ENSOMYG00000054666,ENSOMYG00000058385,ENSOMYG00000059477,ENSOMYG00000060963,ENSOMYG00000062760,ENSOMYG00000062766,ENSOMYG00000065154,ENSOMYG00000070416,ENSOMYG00000073812,ENSOMYG00000075089",FALSE
"query_1",TRUE,0.000904071229718226,693,791,48,0.0606826801517067,0.0692640692640693,"GO:0031981","GO:CC","nuclear lumen",20622,1202,"GO:0005634, GO:0070013","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000001219,ENSOMYG00000003107,ENSOMYG00000003163,ENSOMYG00000004882,ENSOMYG00000007136,ENSOMYG00000007986,ENSOMYG00000009541,ENSOMYG00000010625,ENSOMYG00000011026,ENSOMYG00000012601,ENSOMYG00000012605,ENSOMYG00000012851,ENSOMYG00000013729,ENSOMYG00000016713,ENSOMYG00000017456,ENSOMYG00000018383,ENSOMYG00000018740,ENSOMYG00000019179,ENSOMYG00000020084,ENSOMYG00000026813,ENSOMYG00000030489,ENSOMYG00000031165,ENSOMYG00000037844,ENSOMYG00000037991,ENSOMYG00000041586,ENSOMYG00000042218,ENSOMYG00000043217,ENSOMYG00000045099,ENSOMYG00000046333,ENSOMYG00000047362,ENSOMYG00000048359,ENSOMYG00000048736,ENSOMYG00000050449,ENSOMYG00000050451,ENSOMYG00000051462,ENSOMYG00000051474,ENSOMYG00000051721,ENSOMYG00000052709,ENSOMYG00000054666,ENSOMYG00000058385,ENSOMYG00000059477,ENSOMYG00000060963,ENSOMYG00000062760,ENSOMYG00000062766,ENSOMYG00000065154,ENSOMYG00000070416,ENSOMYG00000073812,ENSOMYG00000075089",FALSE
"query_1",TRUE,0.000963645017183898,797,791,53,0.0670037926675095,0.0664993726474278,"GO:0070013","GO:CC","intracellular organelle lumen",20622,2344,"GO:0043229, GO:0043233","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000001219,ENSOMYG00000003107,ENSOMYG00000003163,ENSOMYG00000004882,ENSOMYG00000007136,ENSOMYG00000007986,ENSOMYG00000009541,ENSOMYG00000010625,ENSOMYG00000011026,ENSOMYG00000012601,ENSOMYG00000012605,ENSOMYG00000012851,ENSOMYG00000013729,ENSOMYG00000016713,ENSOMYG00000017456,ENSOMYG00000018383,ENSOMYG00000018660,ENSOMYG00000018740,ENSOMYG00000019179,ENSOMYG00000020084,ENSOMYG00000026813,ENSOMYG00000028806,ENSOMYG00000029430,ENSOMYG00000030489,ENSOMYG00000031165,ENSOMYG00000037844,ENSOMYG00000037991,ENSOMYG00000041283,ENSOMYG00000041586,ENSOMYG00000042218,ENSOMYG00000043217,ENSOMYG00000045099,ENSOMYG00000046333,ENSOMYG00000047362,ENSOMYG00000048359,ENSOMYG00000048736,ENSOMYG00000050449,ENSOMYG00000050451,ENSOMYG00000051462,ENSOMYG00000051474,ENSOMYG00000051721,ENSOMYG00000052709,ENSOMYG00000054666,ENSOMYG00000058385,ENSOMYG00000059477,ENSOMYG00000059981,ENSOMYG00000060963,ENSOMYG00000062760,ENSOMYG00000062766,ENSOMYG00000065154,ENSOMYG00000070416,ENSOMYG00000073812,ENSOMYG00000075089",FALSE
"query_1",TRUE,0.000963645017183898,797,791,53,0.0670037926675095,0.0664993726474278,"GO:0043233","GO:CC","organelle lumen",20622,1851,"GO:0031974, GO:0043226","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000001219,ENSOMYG00000003107,ENSOMYG00000003163,ENSOMYG00000004882,ENSOMYG00000007136,ENSOMYG00000007986,ENSOMYG00000009541,ENSOMYG00000010625,ENSOMYG00000011026,ENSOMYG00000012601,ENSOMYG00000012605,ENSOMYG00000012851,ENSOMYG00000013729,ENSOMYG00000016713,ENSOMYG00000017456,ENSOMYG00000018383,ENSOMYG00000018660,ENSOMYG00000018740,ENSOMYG00000019179,ENSOMYG00000020084,ENSOMYG00000026813,ENSOMYG00000028806,ENSOMYG00000029430,ENSOMYG00000030489,ENSOMYG00000031165,ENSOMYG00000037844,ENSOMYG00000037991,ENSOMYG00000041283,ENSOMYG00000041586,ENSOMYG00000042218,ENSOMYG00000043217,ENSOMYG00000045099,ENSOMYG00000046333,ENSOMYG00000047362,ENSOMYG00000048359,ENSOMYG00000048736,ENSOMYG00000050449,ENSOMYG00000050451,ENSOMYG00000051462,ENSOMYG00000051474,ENSOMYG00000051721,ENSOMYG00000052709,ENSOMYG00000054666,ENSOMYG00000058385,ENSOMYG00000059477,ENSOMYG00000059981,ENSOMYG00000060963,ENSOMYG00000062760,ENSOMYG00000062766,ENSOMYG00000065154,ENSOMYG00000070416,ENSOMYG00000073812,ENSOMYG00000075089",FALSE
"query_1",TRUE,0.000963645017183898,797,791,53,0.0670037926675095,0.0664993726474278,"GO:0031974","GO:CC","membrane-enclosed lumen",20622,1197,"GO:0110165","IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA,IEA","ENSOMYG00000001219,ENSOMYG00000003107,ENSOMYG00000003163,ENSOMYG00000004882,ENSOMYG00000007136,ENSOMYG00000007986,ENSOMYG00000009541,ENSOMYG00000010625,ENSOMYG00000011026,ENSOMYG00000012601,ENSOMYG00000012605,ENSOMYG00000012851,ENSOMYG00000013729,ENSOMYG00000016713,ENSOMYG00000017456,ENSOMYG00000018383,ENSOMYG00000018660,ENSOMYG00000018740,ENSOMYG00000019179,ENSOMYG00000020084,ENSOMYG00000026813,ENSOMYG00000028806,ENSOMYG00000029430,ENSOMYG00000030489,ENSOMYG00000031165,ENSOMYG00000037844,ENSOMYG00000037991,ENSOMYG00000041283,ENSOMYG00000041586,ENSOMYG00000042218,ENSOMYG00000043217,ENSOMYG00000045099,ENSOMYG00000046333,ENSOMYG00000047362,ENSOMYG00000048359,ENSOMYG00000048736,ENSOMYG00000050449,ENSOMYG00000050451,ENSOMYG00000051462,ENSOMYG00000051474,ENSOMYG00000051721,ENSOMYG00000052709,ENSOMYG00000054666,ENSOMYG00000058385,ENSOMYG00000059477,ENSOMYG00000059981,ENSOMYG00000060963,ENSOMYG00000062760,ENSOMYG00000062766,ENSOMYG00000065154,ENSOMYG00000070416,ENSOMYG00000073812,ENSOMYG00000075089",FALSE
